Title: The Aligned Orbit of WASP-148b, the Only Known Hot Jupiter with a Nearby
       Warm Jupiter Companion, from NEID and HIRES 
Authors: Wang, X.-Y., Rice, M., Wang, S., Pu, B., Stefánsson, G., Mahadevan, S.,
         Radzon, B., Giacalone, S., Wu, Z.-Y., Esposito, T. M., Dalba, P. A.,
         Avsar, A., Holden, B., Skiff, B., Polakis, T., Voeller, K., Logsdon, S. E.,
         Klusmeyer, J., Schweiker, H., Wu, D.-H., Beard, C., Dai, F., Lubin, J.,
         Weiss, L. M., Bender, C. F., Blake, C. H., Dressing, C. D., Halverson, S.,
         Hearty, F., Howard, A. W., Huber, D., Isaacson, H., Jackman, J. A. G.,
         Llama, J., McElwain, M. W., Rajagopal, J., Roy, A., Robertson, P.,
         Schwab, C., Shkolnik, E. L., Wright, J., & Laughlin, G. 
Figure: Photometric transit observations of WASP-148
================================================================================
Byte-by-byte Description of file: wasp148lcmrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1- 14 F14.6  d       BJD     Barcentric Julian Date; TBD
  16- 22 F6.5   m/s     NFlux   Normalized flux
  24- 30 F6.5   m/s   e_NFlux   Uncertainty in NFlux
  32- 44 A13    ---     Inst    Instrument used
--------------------------------------------------------------------------------
2459374.94716  0.9935  0.0023  42-inch Hall 
2459374.94761  0.9910  0.0024  42-inch Hall 
2459374.94806  0.9898  0.0024  42-inch Hall 
2459374.94851  0.9929  0.0025  42-inch Hall 
2459374.94896  0.9925  0.0028  42-inch Hall 
2459374.94942  0.9907  0.0048  42-inch Hall 
2459374.94987  0.9956  0.0038  42-inch Hall 
2459374.95032  0.9895  0.0046  42-inch Hall 
2459374.95077  0.9991  0.0043  42-inch Hall 
2459374.95122  0.9962  0.0040  42-inch Hall 
2459374.95167  0.9993  0.0040  42-inch Hall 
2459374.95213  0.9952  0.0044  42-inch Hall 
2459374.95258  0.9943  0.0044  42-inch Hall 
2459374.95303  0.9944  0.0032  42-inch Hall 
2459374.95348  0.9966  0.0030  42-inch Hall 
2459374.95394  0.9910  0.0030  42-inch Hall 
2459374.95439  0.9941  0.0035  42-inch Hall 
2459374.95484  0.9986  0.0048  42-inch Hall 
2459374.95530  0.9864  0.0059  42-inch Hall 
2459374.95575  1.0007  0.0044  42-inch Hall 
2459374.95620  1.0017  0.0034  42-inch Hall 
2459374.95665  1.0014  0.0027  42-inch Hall 
2459374.95710  0.9936  0.0025  42-inch Hall 
2459374.95755  0.9969  0.0025  42-inch Hall 
2459374.95801  0.9955  0.0024  42-inch Hall 
2459374.95846  0.9959  0.0024  42-inch Hall 
2459374.95891  0.9996  0.0024  42-inch Hall 
2459374.95937  0.9979  0.0025  42-inch Hall 
2459374.95982  0.9947  0.0027  42-inch Hall 
2459374.96027  1.0039  0.0037  42-inch Hall 
2459374.96072  1.0021  0.0041  42-inch Hall 
2459374.96117  0.9956  0.0026  42-inch Hall 
2459374.96162  1.0001  0.0024  42-inch Hall 
2459374.96208  0.9951  0.0024  42-inch Hall 
2459374.96253  0.9979  0.0024  42-inch Hall 
2459374.96298  0.9979  0.0024  42-inch Hall 
2459374.96343  0.9985  0.0024  42-inch Hall 
2459374.96389  0.9975  0.0025  42-inch Hall 
2459374.96434  1.0000  0.0025  42-inch Hall 
2459374.96479  0.9973  0.0025  42-inch Hall 
2459374.96524  0.9967  0.0025  42-inch Hall 
2459374.96570  0.9968  0.0029  42-inch Hall 
2459374.96615  0.9964  0.0032  42-inch Hall 
2459374.96660  0.9951  0.0028  42-inch Hall 
2459374.96705  0.9990  0.0027  42-inch Hall 
2459374.96750  1.0004  0.0027  42-inch Hall 
2459374.96796  0.9957  0.0027  42-inch Hall 
2459374.96841  1.0021  0.0027  42-inch Hall 
2459374.96886  0.9963  0.0028  42-inch Hall 
2459374.96931  0.9988  0.0028  42-inch Hall 
2459374.96977  0.9983  0.0030  42-inch Hall 
2459374.97022  1.0034  0.0031  42-inch Hall 
2459374.97067  1.0029  0.0035  42-inch Hall 
2459374.97112  0.9980  0.0039  42-inch Hall 
2459374.97157  0.9981  0.0036  42-inch Hall 
2459374.97206  0.9978  0.0033  42-inch Hall 
2459374.97251  1.0030  0.0036  42-inch Hall 
2459374.97297  1.0081  0.0040  42-inch Hall 
2459374.97342  0.9970  0.0036  42-inch Hall 
2459374.97387  0.9955  0.0039  42-inch Hall 
2459374.97432  0.9978  0.0048  42-inch Hall 
2459374.97477  0.9933  0.0047  42-inch Hall 
2459374.97522  0.9931  0.0043  42-inch Hall 
2459374.97568  1.0035  0.0049  42-inch Hall 
2459374.97613  0.9995  0.0061  42-inch Hall 
2459374.97658  1.0004  0.0065  42-inch Hall 
2459374.75292  0.9973  0.0020  1-m Planewave
2459374.75360  0.9938  0.0020  1-m Planewave
2459374.75409  0.9988  0.0020  1-m Planewave
2459374.75459  1.0002  0.0020  1-m Planewave
2459374.75510  1.0025  0.0020  1-m Planewave
2459374.75561  1.0021  0.0020  1-m Planewave
2459374.75627  0.9984  0.0020  1-m Planewave
2459374.75678  0.9977  0.0020  1-m Planewave
2459374.75729  1.0017  0.0020  1-m Planewave
2459374.75779  1.0022  0.0020  1-m Planewave
2459374.75828  0.9999  0.0020  1-m Planewave
2459374.75895  0.9992  0.0020  1-m Planewave
2459374.75946  0.9995  0.0020  1-m Planewave
2459374.75997  1.0014  0.0020  1-m Planewave
2459374.76047  1.0015  0.0020  1-m Planewave
2459374.76097  1.0008  0.0020  1-m Planewave
2459374.76164  0.9994  0.0020  1-m Planewave
2459374.76214  1.0028  0.0020  1-m Planewave
2459374.76265  1.0008  0.0020  1-m Planewave
2459374.76314  0.9983  0.0020  1-m Planewave
2459374.76364  0.9934  0.0020  1-m Planewave
2459374.76430  0.9991  0.0020  1-m Planewave
2459374.76481  1.0028  0.0020  1-m Planewave
2459374.76531  1.0007  0.0020  1-m Planewave
2459374.76582  1.0009  0.0020  1-m Planewave
2459374.76633  1.0002  0.0020  1-m Planewave
2459374.76699  1.0014  0.0020  1-m Planewave
2459374.76750  0.9974  0.0020  1-m Planewave
2459374.76801  1.0022  0.0020  1-m Planewave
2459374.76851  1.0045  0.0020  1-m Planewave
2459374.76902  0.9987  0.0020  1-m Planewave
2459374.76970  0.9953  0.0020  1-m Planewave
2459374.77020  1.0031  0.0020  1-m Planewave
2459374.77070  0.9995  0.0020  1-m Planewave
2459374.77121  0.9993  0.0020  1-m Planewave
2459374.77171  0.9998  0.0020  1-m Planewave
2459374.77239  0.9992  0.0020  1-m Planewave
2459374.77290  1.0012  0.0020  1-m Planewave
2459374.77341  1.0000  0.0020  1-m Planewave
2459374.77391  1.0005  0.0020  1-m Planewave
2459374.77442  1.0005  0.0020  1-m Planewave
2459374.77720  0.9994  0.0020  1-m Planewave
2459374.77770  1.0002  0.0020  1-m Planewave
2459374.77821  1.0025  0.0020  1-m Planewave
2459374.77872  1.0016  0.0020  1-m Planewave
2459374.77923  1.0049  0.0020  1-m Planewave
2459374.77989  1.0050  0.0020  1-m Planewave
2459374.78040  1.0035  0.0020  1-m Planewave
2459374.78090  1.0027  0.0020  1-m Planewave
2459374.78141  0.9982  0.0020  1-m Planewave
2459374.78191  1.0033  0.0020  1-m Planewave
2459374.78257  1.0033  0.0020  1-m Planewave
2459374.78309  1.0027  0.0020  1-m Planewave
2459374.78358  0.9993  0.0020  1-m Planewave
2459374.78408  0.9998  0.0020  1-m Planewave
2459374.78458  1.0012  0.0020  1-m Planewave
2459374.78525  1.0007  0.0020  1-m Planewave
2459374.78576  0.9961  0.0020  1-m Planewave
2459374.78627  1.0019  0.0020  1-m Planewave
2459374.78677  0.9997  0.0020  1-m Planewave
2459374.78726  0.9982  0.0020  1-m Planewave
2459374.78792  1.0044  0.0020  1-m Planewave
2459374.78843  1.0033  0.0020  1-m Planewave
2459374.78894  1.0019  0.0020  1-m Planewave
2459374.78945  1.0049  0.0020  1-m Planewave
2459374.78996  1.0004  0.0020  1-m Planewave
2459374.79061  0.9974  0.0020  1-m Planewave
2459374.79112  0.9981  0.0020  1-m Planewave
2459374.79163  0.9985  0.0020  1-m Planewave
2459374.79214  0.9987  0.0020  1-m Planewave
2459374.79264  0.9966  0.0020  1-m Planewave
2459374.79331  1.0041  0.0020  1-m Planewave
2459374.79380  1.0009  0.0020  1-m Planewave
2459374.79533  1.0038  0.0020  1-m Planewave
2459374.79600  1.0015  0.0020  1-m Planewave
2459374.79651  1.0044  0.0020  1-m Planewave
2459374.79702  1.0016  0.0020  1-m Planewave
2459374.79753  1.0016  0.0020  1-m Planewave
2459374.79804  1.0029  0.0020  1-m Planewave
2459374.79871  0.9974  0.0020  1-m Planewave
2459374.79922  1.0027  0.0020  1-m Planewave
2459374.79973  0.9991  0.0020  1-m Planewave
2459374.80023  1.0038  0.0020  1-m Planewave
2459374.80073  0.9998  0.0020  1-m Planewave
2459374.80139  0.9981  0.0020  1-m Planewave
2459374.80189  1.0042  0.0020  1-m Planewave
2459374.80240  0.9997  0.0020  1-m Planewave
2459374.80290  1.0007  0.0020  1-m Planewave
2459374.80341  1.0005  0.0020  1-m Planewave
2459374.80407  1.0019  0.0020  1-m Planewave
2459374.80458  1.0008  0.0020  1-m Planewave
2459374.80510  1.0032  0.0020  1-m Planewave
2459374.80560  0.9986  0.0020  1-m Planewave
2459374.80611  1.0009  0.0020  1-m Planewave
2459374.80677  1.0011  0.0020  1-m Planewave
2459374.80728  0.9995  0.0020  1-m Planewave
2459374.80778  1.0029  0.0020  1-m Planewave
2459374.80828  0.9979  0.0020  1-m Planewave
2459374.80878  0.9952  0.0020  1-m Planewave
2459374.80944  0.9989  0.0020  1-m Planewave
2459374.80994  1.0028  0.0020  1-m Planewave
2459374.81045  0.9975  0.0020  1-m Planewave
2459374.81096  0.9977  0.0020  1-m Planewave
2459374.81147  0.9973  0.0020  1-m Planewave
2459374.81213  1.0037  0.0020  1-m Planewave
2459374.81263  0.9969  0.0020  1-m Planewave
2459374.81314  1.0000  0.0020  1-m Planewave
2459374.81364  1.0021  0.0020  1-m Planewave
2459374.81415  0.9978  0.0020  1-m Planewave
2459374.81481  1.0003  0.0020  1-m Planewave
2459374.81532  0.9995  0.0020  1-m Planewave
2459374.81583  0.9982  0.0020  1-m Planewave
2459374.81634  0.9949  0.0020  1-m Planewave
2459374.81684  0.9992  0.0020  1-m Planewave
2459374.81751  1.0014  0.0020  1-m Planewave
2459374.81802  1.0003  0.0020  1-m Planewave
2459374.81853  0.9960  0.0020  1-m Planewave
2459374.81902  0.9982  0.0020  1-m Planewave
2459374.81952  0.9989  0.0020  1-m Planewave
2459374.82035  1.0018  0.0020  1-m Planewave
2459374.82085  1.0043  0.0020  1-m Planewave
2459374.82136  1.0028  0.0020  1-m Planewave
2459374.82186  1.0050  0.0020  1-m Planewave
2459374.82236  1.0011  0.0020  1-m Planewave
2459374.82302  1.0028  0.0020  1-m Planewave
2459374.82353  1.0046  0.0020  1-m Planewave
2459374.82403  1.0001  0.0020  1-m Planewave
2459374.82454  1.0006  0.0020  1-m Planewave
2459374.82504  0.9969  0.0020  1-m Planewave
2459374.82570  1.0027  0.0020  1-m Planewave
2459374.82621  0.9992  0.0020  1-m Planewave
2459374.82673  1.0006  0.0020  1-m Planewave
2459374.82723  1.0030  0.0020  1-m Planewave
2459374.82773  0.9993  0.0020  1-m Planewave
2459374.82839  0.9988  0.0020  1-m Planewave
2459374.82890  1.0001  0.0020  1-m Planewave
2459374.82941  1.0030  0.0020  1-m Planewave
2459374.82990  1.0019  0.0020  1-m Planewave
2459374.83041  1.0027  0.0020  1-m Planewave
2459374.83106  1.0024  0.0020  1-m Planewave
2459374.83157  1.0010  0.0020  1-m Planewave
2459374.83208  1.0022  0.0020  1-m Planewave
2459374.83259  1.0034  0.0020  1-m Planewave
2459374.83309  1.0009  0.0020  1-m Planewave
2459374.83376  0.9972  0.0020  1-m Planewave
2459374.83427  1.0020  0.0020  1-m Planewave
2459374.83478  1.0024  0.0020  1-m Planewave
2459374.83527  0.9998  0.0020  1-m Planewave
2459374.83577  1.0003  0.0020  1-m Planewave
2459374.83643  0.9998  0.0020  1-m Planewave
2459374.83694  1.0024  0.0020  1-m Planewave
2459374.83745  0.9957  0.0020  1-m Planewave
2459374.83795  0.9977  0.0020  1-m Planewave
2459374.83844  0.9980  0.0020  1-m Planewave
2459374.83912  0.9982  0.0020  1-m Planewave
2459374.83962  1.0014  0.0020  1-m Planewave
2459374.84013  0.9989  0.0020  1-m Planewave
2459374.84064  0.9975  0.0020  1-m Planewave
2459374.84116  0.9933  0.0020  1-m Planewave
2459374.84182  0.9952  0.0020  1-m Planewave
2459374.84232  0.9965  0.0020  1-m Planewave
2459374.84282  0.9966  0.0020  1-m Planewave
2459374.84333  0.9943  0.0020  1-m Planewave
2459374.84383  0.9981  0.0020  1-m Planewave
2459374.84451  0.9929  0.0020  1-m Planewave
2459374.84502  0.9944  0.0020  1-m Planewave
2459374.84552  0.9944  0.0020  1-m Planewave
2459374.84600  0.9978  0.0020  1-m Planewave
2459374.84651  0.9906  0.0020  1-m Planewave
2459374.84717  0.9983  0.0020  1-m Planewave
2459374.84768  0.9920  0.0020  1-m Planewave
2459374.84819  0.9915  0.0020  1-m Planewave
2459374.84870  0.9962  0.0020  1-m Planewave
2459374.84920  0.9927  0.0020  1-m Planewave
2459374.84986  0.9931  0.0020  1-m Planewave
2459374.85037  0.9960  0.0020  1-m Planewave
2459374.85087  0.9940  0.0020  1-m Planewave
2459374.85137  0.9952  0.0020  1-m Planewave
2459374.85188  0.9912  0.0020  1-m Planewave
2459374.85254  0.9935  0.0020  1-m Planewave
2459374.85305  0.9951  0.0020  1-m Planewave
2459374.85356  0.9991  0.0020  1-m Planewave
2459374.85407  0.9913  0.0020  1-m Planewave
2459374.85458  0.9951  0.0020  1-m Planewave
2459374.85524  0.9983  0.0020  1-m Planewave
2459374.85575  0.9948  0.0020  1-m Planewave
2459374.85626  0.9913  0.0020  1-m Planewave
2459374.85678  0.9952  0.0020  1-m Planewave
2459374.85728  0.9939  0.0020  1-m Planewave
2459374.85794  0.9937  0.0020  1-m Planewave
2459374.85843  0.9901  0.0020  1-m Planewave
2459374.85894  0.9964  0.0020  1-m Planewave
2459374.85945  0.9919  0.0020  1-m Planewave
2459374.85996  0.9896  0.0020  1-m Planewave
2459374.86265  0.9977  0.0020  1-m Planewave
2459374.86314  0.9989  0.0020  1-m Planewave
2459374.86364  0.9990  0.0020  1-m Planewave
2459374.86415  0.9981  0.0020  1-m Planewave
2459374.86466  1.0019  0.0020  1-m Planewave
2459374.86542  0.9948  0.0020  1-m Planewave
2459374.86593  0.9908  0.0020  1-m Planewave
2459374.86644  0.9910  0.0020  1-m Planewave
2459374.86694  0.9903  0.0020  1-m Planewave
2459374.86745  0.9954  0.0020  1-m Planewave
2459374.86811  0.9880  0.0020  1-m Planewave
2459374.86862  0.9960  0.0020  1-m Planewave
2459374.86913  0.9932  0.0020  1-m Planewave
2459374.86963  0.9952  0.0020  1-m Planewave
2459374.87012  0.9934  0.0020  1-m Planewave
2459374.87079  0.9955  0.0020  1-m Planewave
2459374.87129  0.9909  0.0020  1-m Planewave
2459374.87180  0.9923  0.0020  1-m Planewave
2459374.87231  0.9944  0.0020  1-m Planewave
2459374.87282  0.9891  0.0020  1-m Planewave
2459374.87347  0.9964  0.0020  1-m Planewave
2459374.87398  0.9927  0.0020  1-m Planewave
2459374.87450  0.9887  0.0020  1-m Planewave
2459374.87500  0.9952  0.0020  1-m Planewave
2459374.87550  0.9929  0.0020  1-m Planewave
2459374.87616  0.9939  0.0020  1-m Planewave
2459374.87667  0.9881  0.0020  1-m Planewave
2459374.87768  0.9928  0.0020  1-m Planewave
2459374.87819  0.9906  0.0020  1-m Planewave
2459374.87885  0.9916  0.0020  1-m Planewave
2459374.87937  0.9882  0.0020  1-m Planewave
2459374.87987  0.9910  0.0020  1-m Planewave
2459374.88038  0.9943  0.0020  1-m Planewave
2459374.88088  0.9897  0.0020  1-m Planewave
2459374.88152  0.9932  0.0020  1-m Planewave
2459374.88203  0.9917  0.0020  1-m Planewave
2459374.88255  0.9909  0.0020  1-m Planewave
2459374.88305  0.9944  0.0020  1-m Planewave
2459374.88355  0.9893  0.0020  1-m Planewave
2459374.88422  0.9917  0.0020  1-m Planewave
2459374.88473  0.9921  0.0020  1-m Planewave
2459374.88524  0.9933  0.0020  1-m Planewave
2459374.88574  0.9880  0.0020  1-m Planewave
2459374.88623  0.9903  0.0020  1-m Planewave
2459374.88689  0.9923  0.0020  1-m Planewave
2459374.88740  0.9925  0.0020  1-m Planewave
2459374.88791  0.9903  0.0020  1-m Planewave
2459374.88841  0.9945  0.0020  1-m Planewave
2459374.88891  0.9931  0.0020  1-m Planewave
2459374.88956  0.9919  0.0020  1-m Planewave
2459374.89008  0.9926  0.0020  1-m Planewave
2459374.89059  0.9866  0.0020  1-m Planewave
2459374.89108  0.9918  0.0020  1-m Planewave
2459374.89158  0.9895  0.0020  1-m Planewave
2459374.89224  0.9958  0.0020  1-m Planewave
2459374.89275  0.9970  0.0020  1-m Planewave
2459374.89326  0.9869  0.0020  1-m Planewave
2459374.89376  0.9919  0.0020  1-m Planewave
2459374.89425  0.9894  0.0020  1-m Planewave
2459374.89492  0.9920  0.0020  1-m Planewave
2459374.89543  0.9921  0.0020  1-m Planewave
2459374.89594  0.9943  0.0020  1-m Planewave
2459374.89646  0.9963  0.0020  1-m Planewave
2459374.89697  0.9920  0.0020  1-m Planewave
2459374.89763  0.9929  0.0020  1-m Planewave
2459374.89814  0.9881  0.0020  1-m Planewave
2459374.89866  0.9896  0.0020  1-m Planewave
2459374.89916  0.9869  0.0020  1-m Planewave
2459374.89967  0.9960  0.0020  1-m Planewave
2459374.90033  0.9956  0.0020  1-m Planewave
2459374.90085  0.9911  0.0020  1-m Planewave
2459374.90136  0.9891  0.0020  1-m Planewave
2459374.90187  0.9907  0.0020  1-m Planewave
2459374.90238  0.9850  0.0020  1-m Planewave
2459374.90303  0.9914  0.0020  1-m Planewave
2459374.90352  0.9872  0.0020  1-m Planewave
2459374.90403  0.9873  0.0020  1-m Planewave
2459374.90453  0.9909  0.0020  1-m Planewave
2459374.90505  0.9954  0.0020  1-m Planewave
2459374.90571  0.9944  0.0020  1-m Planewave
2459374.90622  0.9862  0.0020  1-m Planewave
2459374.90672  0.9877  0.0020  1-m Planewave
2459374.90722  0.9935  0.0020  1-m Planewave
2459374.90771  0.9926  0.0020  1-m Planewave
2459374.90837  0.9969  0.0020  1-m Planewave
2459374.90888  0.9921  0.0020  1-m Planewave
2459374.90939  0.9901  0.0020  1-m Planewave
2459374.90990  0.9894  0.0020  1-m Planewave
2459374.91041  0.9888  0.0020  1-m Planewave
2459374.91107  0.9963  0.0020  1-m Planewave
2459374.91157  0.9968  0.0020  1-m Planewave
2459374.91208  0.9892  0.0020  1-m Planewave
2459374.91259  0.9906  0.0020  1-m Planewave
2459374.91308  0.9916  0.0020  1-m Planewave
2459374.91374  0.9929  0.0020  1-m Planewave
2459374.91425  0.9908  0.0020  1-m Planewave
2459374.91476  0.9936  0.0020  1-m Planewave
2459374.91526  0.9930  0.0020  1-m Planewave
2459374.91576  0.9884  0.0020  1-m Planewave
2459374.91642  0.9922  0.0020  1-m Planewave
2459374.91693  0.9894  0.0020  1-m Planewave
2459374.91744  0.9900  0.0020  1-m Planewave
2459374.91793  0.9898  0.0020  1-m Planewave
2459374.91843  0.9933  0.0020  1-m Planewave
2459374.91909  0.9903  0.0020  1-m Planewave
2459374.91960  0.9889  0.0020  1-m Planewave
2459374.92011  0.9912  0.0020  1-m Planewave
2459374.92062  0.9907  0.0020  1-m Planewave
2459374.92112  0.9900  0.0020  1-m Planewave
2459374.92178  0.9888  0.0020  1-m Planewave
2459374.92229  0.9911  0.0020  1-m Planewave
2459374.92280  0.9906  0.0020  1-m Planewave
2459374.92329  0.9910  0.0020  1-m Planewave
2459374.92379  0.9918  0.0020  1-m Planewave
2459374.92446  0.9879  0.0020  1-m Planewave
2459374.92496  0.9911  0.0020  1-m Planewave
2459374.92548  0.9869  0.0020  1-m Planewave
2459374.92598  0.9902  0.0020  1-m Planewave
2459374.92648  0.9885  0.0020  1-m Planewave
2459374.92715  0.9907  0.0021  1-m Planewave
2459374.92766  0.9867  0.0021  1-m Planewave
2459374.92818  0.9922  0.0021  1-m Planewave
2459374.92869  0.9898  0.0021  1-m Planewave
2459374.92920  0.9904  0.0021  1-m Planewave
2459374.92986  0.9925  0.0021  1-m Planewave
2459374.93036  0.9919  0.0021  1-m Planewave
2459374.93086  0.9885  0.0022  1-m Planewave
2459374.93138  0.9878  0.0024  1-m Planewave
2459374.93189  0.9939  0.0027  1-m Planewave
2459374.93255  0.9956  0.0029  1-m Planewave
2459374.93306  0.9934  0.0030  1-m Planewave
2459374.93357  0.9906  0.0024  1-m Planewave
2459374.93407  0.9997  0.0024  1-m Planewave
2459374.93458  0.9884  0.0025  1-m Planewave
2459374.93524  0.9905  0.0022  1-m Planewave
2459374.93575  0.9919  0.0021  1-m Planewave
2459374.93626  0.9934  0.0021  1-m Planewave
2459374.93675  0.9879  0.0021  1-m Planewave
2459374.93726  0.9914  0.0021  1-m Planewave
2459374.93792  0.9951  0.0020  1-m Planewave
2459374.93843  0.9909  0.0021  1-m Planewave
2459374.93893  0.9968  0.0021  1-m Planewave
2459374.93943  0.9931  0.0022  1-m Planewave
2459374.93992  0.9946  0.0023  1-m Planewave
2459374.94057  0.9953  0.0023  1-m Planewave
2459374.94108  0.9961  0.0022  1-m Planewave
2459374.94158  0.9894  0.0023  1-m Planewave
2459374.94209  0.9946  0.0023  1-m Planewave
2459374.94263  0.9878  0.0024  1-m Planewave
2459374.94329  0.9954  0.0026  1-m Planewave
2459374.94380  0.9939  0.0024  1-m Planewave
2459374.94431  0.9940  0.0025  1-m Planewave
2459374.94481  0.9867  0.0023  1-m Planewave
2459374.94532  0.9915  0.0022  1-m Planewave
2459374.94798  0.9847  0.0021  1-m Planewave
2459374.94850  0.9907  0.0023  1-m Planewave
2459374.94901  0.9936  0.0026  1-m Planewave
2459374.94951  0.9859  0.0041  1-m Planewave
2459374.95001  0.9946  0.0033  1-m Planewave
2459374.95067  0.9887  0.0047  1-m Planewave
2459374.95117  1.0027  0.0037  1-m Planewave
2459374.95175  0.9959  0.0037  1-m Planewave
2459374.95226  0.9834  0.0038  1-m Planewave
2459374.95277  0.9940  0.0036  1-m Planewave
2459374.95342  0.9884  0.0027  1-m Planewave
2459374.95392  0.9995  0.0027  1-m Planewave
2459374.95442  0.9921  0.0033  1-m Planewave
2459374.95491  1.0099  0.0047  1-m Planewave
2459374.95542  0.9935  0.0048  1-m Planewave
2459374.95607  0.9982  0.0036  1-m Planewave
2459374.95659  0.9936  0.0026  1-m Planewave
2459374.95710  0.9984  0.0023  1-m Planewave
2459374.95760  1.0019  0.0022  1-m Planewave
2459374.95811  0.9921  0.0021  1-m Planewave
2459374.95877  0.9927  0.0021  1-m Planewave
2459374.95928  0.9943  0.0022  1-m Planewave
2459374.95979  0.9965  0.0024  1-m Planewave
2459374.96028  0.9898  0.0032  1-m Planewave
2459374.96078  0.9932  0.0036  1-m Planewave
2459374.96145  0.9957  0.0022  1-m Planewave
2459374.96196  0.9950  0.0022  1-m Planewave
2459374.96247  0.9975  0.0022  1-m Planewave
2459374.96297  0.9990  0.0022  1-m Planewave
2459374.96347  0.9993  0.0022  1-m Planewave
2459374.82689  0.99888 0.00097 1m Nickel    
2459374.82938  0.99807 0.00088 1m Nickel    
2459374.83185  0.99759 0.00089 1m Nickel    
2459374.83431  0.99969 0.00088 1m Nickel    
2459374.83678  0.99872 0.00088 1m Nickel    
2459374.83924  0.99711 0.00087 1m Nickel    
2459374.84171  0.99487 0.00086 1m Nickel    
2459374.84417  0.99505 0.00084 1m Nickel    
2459374.84664  0.99284 0.00087 1m Nickel    
2459374.8491   0.98878 0.00089 1m Nickel    
2459374.85157  0.98861 0.00094 1m Nickel    
2459374.85406  0.99096 0.00094 1m Nickel    
2459374.85652  0.98929 0.00092 1m Nickel    
2459374.85899  0.98984 0.00088 1m Nickel    
2459374.86145  0.99138 0.00092 1m Nickel    
2459374.90732  0.99128 0.00141 1m Nickel    
2459374.90979  0.99008 0.00139 1m Nickel    
2459374.91225  0.99023 0.00134 1m Nickel    
2459374.91472  0.98973 0.00125 1m Nickel    
2459374.91718  0.99102 0.00111 1m Nickel    
2459374.9395   0.99354 0.00097 1m Nickel    
2459374.94197  0.98943 0.00097 1m Nickel    
2459374.94443  0.9927  0.00099 1m Nickel    
2459374.9469   0.99268 0.00097 1m Nickel    
2459374.94937  0.99411 0.00099 1m Nickel    
2459374.95183  0.99447 0.00099 1m Nickel    
2459374.9543   0.99672 0.001   1m Nickel    
2459374.95676  0.99637 0.001   1m Nickel    
2459374.95923  1.00164 0.00101 1m Nickel    
2459374.96169  1.00058 0.00102 1m Nickel    
2459374.96419  0.99978 0.00104 1m Nickel    
2459374.96666  1.00209 0.00105 1m Nickel    
2459374.96912  1.00033 0.00106 1m Nickel    
2459374.97159  1.00101 0.00104 1m Nickel    
2459374.97405  0.99996 0.00108 1m Nickel    
2459374.97652  0.99965 0.00111 1m Nickel    
2459374.97898  0.99926 0.0011  1m Nickel    
2459374.98145  1.00151 0.0011  1m Nickel    
2459374.98391  1.00073 0.00114 1m Nickel    
2459374.98638  1.00166 0.00124 1m Nickel    
2459374.98887  1.00007 0.00134 1m Nickel    
2459374.99133  1.00275 0.00152 1m Nickel    
2459374.9938   1.00186 0.00177 1m Nickel    
2459374.99626  0.99967 0.00213 1m Nickel    
2459374.99877  1.00337 0.00271 1m Nickel    
2459375.00132  0.99523 0.00342 1m Nickel    
2459374.74297  1.00705 0.00528 Unistellar   
2459374.74879  1.00059 0.00381 Unistellar   
2459374.75539  1.00112 0.00359 Unistellar   
2459374.76142  1.00026 0.00436 Unistellar   
2459374.76743  1.0003  0.00443 Unistellar   
2459374.77351  1.00609 0.00346 Unistellar   
2459374.77982  0.99426 0.00321 Unistellar   
2459374.78584  1.0041  0.00409 Unistellar   
2459374.79211  1.00457 0.00391 Unistellar   
2459374.79867  1.00876 0.00474 Unistellar   
2459374.80548  0.99575 0.00477 Unistellar   
2459374.81183  1.00398 0.00392 Unistellar   
2459374.81945  1.00326 0.00425 Unistellar   
2459374.82753  1.00445 0.00399 Unistellar   
2459374.84185  1.00522 0.00482 Unistellar   
2459374.85128  0.98684 0.00534 Unistellar   
2459374.85716  0.99074 0.00301 Unistellar   
2459374.86306  0.98715 0.00463 Unistellar   
2459374.86902  0.9824  0.00464 Unistellar   
2459374.8758   0.98349 0.00843 Unistellar   
2459374.88246  0.97234 0.0063  Unistellar   
2459374.89004  0.9734  0.00779 Unistellar   
2459374.8988   0.99556 0.01207 Unistellar   
2459374.90945  0.99392 0.00622 Unistellar   
2459374.91708  0.9847  0.00418 Unistellar   
2459374.92259  0.9901  0.0033  Unistellar   
2459374.92882  0.9814  0.00554 Unistellar   
2459374.93559  0.9838  0.00621 Unistellar   
2459374.94278  0.98672 0.00525 Unistellar   
2459374.94915  0.98284 0.00485 Unistellar   
2459374.95703  0.99743 0.00501 Unistellar   
2459374.9673   0.99481 0.00457 Unistellar   
2459374.97875  1.00404 0.00597 Unistellar   
