System,Teff,Teff_errup,Teff_errdn,Pflag,SOCatflag,lambdadeg,lambdadeg_errup,lambdadeg_errdn,psi,psi_errup,psi_errdn,Ref,Author_string,Ephemeris_reference,Ephemeris_Url,Method,Model,pl_letter,TIC,Gaia DR3,sep,sep_err,sep_ref,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag
WASP-106,6265,36,36,y,y,1,12,12,-999,-999,-999,Espinoza-Retamal et al. (2025),Espinoza-Retamal_et_al._(2025),arXiv:2412.08692,https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,RM,Hirano+2014,b,TIC 53189332,Gaia DR3 3788394461991295488,,,,0,
WASP-107,4425,70,70,n,n,-999,-999,-999,90,50,50,Dai et al. (2017),Dai_et_al._(2017),2017AJ....153..205D,https://ui.adsabs.harvard.edu/abs/2017AJ....153..205D,SC,,b,TIC 429302040,Gaia DR3 3578638842054261248,,,,0,
WASP-107,4425,70,70,n,y,118,38,19,-999,-999,-999,Rubenzahl et al. (2021),Rubenzahl_et_al._(2021),2021AJ....161..119R,https://ui.adsabs.harvard.edu/abs/2021AJ....161..119R,RM,Hirano+2011,b,TIC 429302040,Gaia DR3 3578638842054261248,,,,0,
WASP-107,4425,70,70,y,n,-158,15,19,103.5,1.79,1.8,Bourrier et al. (2023),Bourrier_et_al._(2023),2023A+A...669A..63B,https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,RMR,,b,TIC 429302040,Gaia DR3 3578638842054261248,,,,0,
WASP-109,6520,140,140,y,y,99,10,9,-999,-999,-999,Addison et al. (2018),Addison_et_al._(2018),2018AJ....156..197A,https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A,RM,Hirano+2010,b,TIC 335255072,Gaia DR3 6258770762010361728,,,,0,
WASP-111,6400,150,150,y,y,-5,16,16,-999,-999,-999,Anderson et al. (2014),Anderson_et_al._(2014),arXiv:1410.3449,https://ui.adsabs.harvard.edu/abs/arXiv:1410.3449,RM,Hirano+2011,b,TIC 25375553,Gaia DR3 6813902839862151936,1469,222,Rice2024,0,G
WASP-117,6040,90,90,n,n,44,11,11,69.5,3.6,3.1,Lendl et al. (2014),Lendl_et_al._(2014),2014A+A...568A..81L,https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..81L,RM,???,b,TIC 166739520,Gaia DR3 4746157737910069888,,,,0,
WASP-117,6040,90,90,y,y,-46.9,5.5,4.8,-999,-999,-999,Carone et al. (2021),Carone_et_al._(2021),2021A+A...646A.168C,https://ui.adsabs.harvard.edu/abs/2021A%26A...646A.168C,RM,Ohta+2005,b,TIC 166739520,Gaia DR3 4746157737910069888,,,,0,
WASP-120,6450,120,120,y,y,-2,4,4,-999,-999,-999,Zak et al. (2024),Zak_et_al._(2024),2024A+A...686A.147Z,https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,RM,Boue2013,b,TIC 152476657,Gaia DR3 4837286842168217088,,,,0,
WASP-121,6626,66,66,n,n,-257.8,5.5,5.3,-999,-999,-999,Delrez et al. (2016),Delrez_et_al._(2016),2016MNRAS.458.4025D,https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D,RM,Giménez 2006,b,TIC 22529346,Gaia DR3 5565050255701441664,,,,0,
WASP-121,6626,66,66,y,y,87.2,0.41,0.45,88.1,0.25,0.25,Bourrier et al. (2020),Bourrier_et_al._(2020),2020A+A...635A.205B,https://ui.adsabs.harvard.edu/abs/2020A%26A...635A.205B,RM,,b,TIC 22529346,Gaia DR3 5565050255701441664,,,,0,
WASP-121,6626,66,66,n,n,-87.08,0.29,0.27,-999,-999,-999,Borsa et al. (2021),Borsa_et_al._(2021),2021A+A...645A..24B,https://ui.adsabs.harvard.edu/abs/2021A%26A...645A..24B,RM,Ohta+2005,b,TIC 22529346,Gaia DR3 5565050255701441664,,,,0,
WASP-122,5720,130,130,y,y,0.09,0.88,0.9,-999,-999,-999,Stangret et al. (2024),Stangret_et_al._(2024),2024A+A...691A.120S,https://ui.adsabs.harvard.edu/abs/2024A%26A...691A.120S,RM,Boue2013,b,TIC 134537478,Gaia DR3 5560886336446650240,209.3,,s,0,S
WASP-127,5750,100,100,y,n,-128.4,5.6,5.5,-999,-999,-999,Allart et al. (2020),Allart_et_al._(2020),2020A+A...644A.155A,https://ui.adsabs.harvard.edu/abs/2020A%26A...644A.155A,RRM,,b,TIC 169226822,Gaia DR3 3778075717162985600,6514,14,Rice2024,0,FNG
WASP-127,5750,100,100,n,y,-150.6,8.1,8.7,-999,-999,-999,Cristo et al. (2022),Cristo_et_al._(2022),2022A+A...660A..52C,https://ui.adsabs.harvard.edu/abs/2022A%26A...660A..52C,RM,ARoME and Ohta+25,b,TIC 169226822,Gaia DR3 3778075717162985600,6514,14,Rice2024,0,FNG
WASP-129,5900,100,100,y,y,9,6,6,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),arXiv:2505.20516,https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,RM,Boue2013,b,TIC 61538902,Gaia DR3 5380888758195682944,1368,,OneMillionBinCat,0,NG
WASP-130,5600,100,100,n,n,-1,2,2,-999,-999,-999,Prinoth et al. (2024),Prinoth_et_al._(2024),2024AJ....168..133P,https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P,RM,#N/A,b,TIC 243200602,Gaia DR3 6112606840179716096,108,,s,0,SF
WASP-130,5600,100,100,y,y,-5.8,2.1,2.2,-999,-999,-999,Espinoza-Retamal et al. (2025),Espinoza-Retamal_et_al._(2025),arXiv:2412.08692,https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,RM,Hirano+2015,b,TIC 243200602,Gaia DR3 6112606840179716096,108,,s,0,SF
WASP-131,5990,50,50,y,n,162.4,1.3,1.2,123.7,12.8,8,Doyle et al. (2023),Doyle_et_al._(2023),2023MNRAS.522.4499D,https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.4499D,RRM,,b,TIC 271168962,Gaia DR3 6173451477191225984,37.8,,s,0,S
WASP-131,5990,50,50,n,y,161,5,5,-999,-999,-999,Zak et al. (2024),Zak_et_al._(2024),2024A+A...686A.147Z,https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,RM,Boue2013,b,TIC 271168962,Gaia DR3 6173451477191225984,37.8,,s,0,S
WASP-134,5700,100,100,y,y,-43.7,9.9,9.9,-999,-999,-999,Anderson et al. (2018),Anderson_et_al._(2018),arXiv:1812.09264,https://ui.adsabs.harvard.edu/abs/arXiv:1812.09264,RM,Hirano+2011,b,TIC 388909695,Gaia DR3 2696613294311603584,,,,1,
WASP-136,6250,100,100,y,y,-38,16,18,60,8,8,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 176220787,Gaia DR3 2441013811932929280,1363.946713,,,0,G
WASP-139,5233,60,60,y,y,-85.6,7.7,4.2,-999,-999,-999,Espinoza-Retamal et al. (2024),Espinoza-Retamal_et_al._(2024),2024AJ....168..185E,https://ui.adsabs.harvard.edu/abs/2024AJ....168..185E,RM,Hirano+2016,b,TIC 159951311,Gaia DR3 4851398799032507776,6465.883263,,,0,NG
WASP-140,5300,100,100,y,y,-1,3,3,30,18,15,Zak et al. (2025),Zak_et_al._(2025),2025A+A...694A..91Z,https://ui.adsabs.harvard.edu/abs/2025A%26A...694A..91Z,RM,Boue2013,b,TIC 178284730,Gaia DR3 5094154336332482304,844.939609,,,0,FNG
WASP-148,5437,21,21,n,n,-8.2,8.7,9.7,-999,-999,-999,Wang et al. (2022),Wang_et_al._(2022),2022ApJ...926L...8W,https://ui.adsabs.harvard.edu/abs/2022ApJ...926L...8W,RM,Ellc,b,TIC 115524421,Gaia DR3 1358355738906114816,,,,0,
WASP-148,5437,21,21,y,y,-2,8,8,21,9,17,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 115524421,Gaia DR3 1358355738906114816,,,,0,
WASP-156,4910,61,61,y,y,106,14,14,-999,-999,-999,Bourrier et al. (2023),Bourrier_et_al._(2023),2023A+A...669A..63B,https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,RMR,,b,TIC 270380593,Gaia DR3 2514360548993901312,,,,0,
WASP-162,5300,100,100,y,y,1,31,32,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),arXiv:2505.20516,https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,RM,Boue2013,b,TIC 308098254,Gaia DR3 3558354604869150208,,,,0,
WASP-166,6050,50,50,n,y,-3,5,5,-999,-999,-999,Hellier et al. (2019),Hellier_et_al._(2019),2019MNRAS.488.3067H,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H,RM,Hirano+2011,b,TIC 408310006,Gaia DR3 5664957444179338240,,,,0,
WASP-166,6050,50,50,n,n,-15.5,2.9,2.8,-999,-999,-999,Doyle et al. (2022),Doyle_et_al._(2022),2022MNRAS.516..298D,https://ui.adsabs.harvard.edu/abs/2022MNRAS.516..298D,RRM,,b,TIC 408310006,Gaia DR3 5664957444179338240,,,,0,
WASP-166,6050,50,50,y,n,-0.7,0.6,0.6,0,56,0,Bourrier et al. (2023),Bourrier_et_al._(2023),2023A+A...669A..63B,https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,RMR,,b,TIC 408310006,Gaia DR3 5664957444179338240,,,,0,
WASP-167,6900,150,150,y,y,-165,5,5,-999,-999,-999,Temple et al. (2017),Temple_et_al._(2017),2017MNRAS.471.2743T,https://ui.adsabs.harvard.edu/abs/2017MNRAS.471.2743T,DT,,b,TIC 104024556,Gaia DR3 6154982877300947840,35,440,Rice2024,0,G
WASP-172,6900,150,150,y,y,115,6,6,112,6,6,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 453789494,Gaia DR3 6086712585429729536,,,,0,
WASP-173,5700,150,150,y,y,9,5,5,21,9,10,Zak et al. (2025),Zak_et_al._(2025),2025A+A...694A..91Z,https://ui.adsabs.harvard.edu/abs/2025A%26A...694A..91Z,RM,Boue2013,b,TIC 77031414,Gaia DR3 2323985539482908416,1442,,OneMillionBinCat,0,NG
WASP-173,5700,150,150,n,n,11,32,20,30,14,14,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,#N/A,b,TIC 77031414,Gaia DR3 2323985539482908416,1442,,OneMillionBinCat,0,NG
WASP-174,6400,100,100,y,y,31,1,1,-999,-999,-999,Temple et al. (2018),Temple_et_al._(2018),2018MNRAS.480.5307T,https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.5307T,RM&DT,"Bad data, no fit",b,TIC 102192004,Gaia DR3 6139403450370668800,,,,0,
WASP-178,9200,200,170,y,y,105.7,3.6,4.2,-999,-999,-999,Damasceno et al. (2024),Damasceno_et_al._(2024),arXiv:2406.08348,https://ui.adsabs.harvard.edu/abs/arXiv:2406.08348,RM,Boue2013,b,TIC 160708862,Gaia DR3 6003809889735481856,,,,0,
WASP-180,6500,150,150,y,y,-157,2,2,-999,-999,-999,Temple et al. (2019),Temple_et_al._(2019),2019MNRAS.490.2467T,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T,RM&DT,Hirano+2011,b,TIC 178367144,Gaia DR3 3070964117005132416,1265,15,Rice2024,0,N
WASP-186,6361,105,82,y,y,-10,18,16,22,11,14,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 411608801,Gaia DR3 2790691147020786816,,,,0,
WASP-189,8000,80,80,n,n,89.3,1.4,1.4,90,5.9,5.8,Anderson et al. (2018),Anderson_et_al._(2018),arXiv:1809.04897,https://ui.adsabs.harvard.edu/abs/arXiv:1809.04897,RM,Hirano+2011,b,TIC 157910432,Gaia DR3 6339097679918871168,959,15,Rice2024,0,SFG
WASP-189,8000,80,80,n,n,86.4,2.9,4.4,85.4,4.3,4.3,Lendl et al. (2020),Lendl_et_al._(2020),2020A+A...643A..94L,https://ui.adsabs.harvard.edu/abs/2020A%26A...643A..94L,RM,,b,TIC 157910432,Gaia DR3 6339097679918871168,959,15,Rice2024,0,SFG
WASP-189,8000,80,80,n,n,91.7,1.2,1.2,89.6,1.2,1.2,Deline et al. (2022),Deline_et_al._(2022),2022A+A...659A..74D,https://ui.adsabs.harvard.edu/abs/2022A%26A...659A..74D,GD,,b,TIC 157910432,Gaia DR3 6339097679918871168,959,15,Rice2024,0,SFG
WASP-189,8000,80,80,y,y,90.07,0.24,0.24,-999,-999,-999,Prinoth et al. (2024),Prinoth_et_al._(2024),arXiv:2403.08863,https://ui.adsabs.harvard.edu/abs/arXiv:2403.08863,DT,#N/A,b,TIC 157910432,Gaia DR3 6339097679918871168,959,15,Rice2024,0,SFG
WASP-190,6400,100,100,y,y,21,6,6,-999,-999,-999,Temple et al. (2019),Temple_et_al._(2019),2019AJ....157..141T,https://ui.adsabs.harvard.edu/abs/2019AJ....157..141T,RM,Hirano+2011,b,TIC 116156517,Gaia DR3 4994237247949280000,,,,0,
WASP-193,6080,130,130,y,y,17,17,16,-999,-999,-999,Yee et al. (2025),Yee_et_al._(2025),2025AJ....169..225Y,https://ui.adsabs.harvard.edu/abs/2025AJ....169..225Y,RM,Hirano+2011,b,TIC 49043968,Gaia DR3 5453063823882876032,1603,,OneMillionBinCat,0,G
XO-2,5332,57,57,n,n,10,72,72,-999,-999,-999,Narita et al. (2011),Narita_et_al._(2011),2011PASJ...63L..67N,https://ui.adsabs.harvard.edu/abs/2011PASJ...63L..67N,RM,Hirano+2011,b,TIC 356473034,Gaia DR3 934346809278715776,4677,15,Rice2024,0,SFNG
XO-2,5332,57,57,y,y,7,11,11,27,12,27,Damasso et al. (2015),Damasso_et_al._(2015),2015A+A...575A.111D,https://ui.adsabs.harvard.edu/abs/2015A%26A...575A.111D,RM,Covino +2013: Simulated data,b,TIC 356473034,Gaia DR3 934346809278715776,4677,15,Rice2024,0,SFNG
XO-3,6770,100,100,n,n,70,15,15,-999,-999,-999,H&eacute;brard et al. (2008),H&eacute;brard_et_al._(2008),2008A+A...488..763H,https://ui.adsabs.harvard.edu/abs/2008A%26A...488..763H,RM,Ohta+2005,b,TIC 8400842,Gaia DR3 470650560779277952,,,,0,
XO-3,6770,100,100,n,n,37.3,3.7,3.7,-999,-999,-999,Winn et al. (2009),Winn_et_al._(2009),2009ApJ...700..302W,https://ui.adsabs.harvard.edu/abs/2009ApJ...700..302W,RM,Winn et al. (2005): Simulated RM spectra,b,TIC 8400842,Gaia DR3 470650560779277952,,,,0,
XO-3,6770,100,100,n,n,37.3,3,3,-999,-999,-999,Hirano et al. (2011),Hirano_et_al._(2011),2011PASJ...63L..57H,https://ui.adsabs.harvard.edu/abs/2011PASJ...63L..57H,RM,Hirano+2011,b,TIC 8400842,Gaia DR3 470650560779277952,,,,0,
XO-3,6770,100,100,y,y,41.8,2.1,2,-999,-999,-999,Rusznak et al. (2011),Rusznak_et_al._(2011),arXiv:2412.04438,https://ui.adsabs.harvard.edu/abs/arXiv:2412.04438,RM,Hirano+2011,b,TIC 8400842,Gaia DR3 470650560779277952,,,,0,
XO-4,6397,70,70,y,y,-46.7,8.1,6.1,-999,-999,-999,Narita et al. (2010),Narita_et_al._(2010),2010PASJ...62L..61N,https://ui.adsabs.harvard.edu/abs/2010PASJ...62L..61N,RM,Winn et al. (2005): Simulated RM spectra,b,TIC 51234631,Gaia DR3 990291507088739072,,,,0,
XO-6,6720,100,100,y,y,-20.7,2.3,2.3,-999,-999,-999,Crouzet et al. (2017),Crouzet_et_al._(2017),2017AJ....153...94C,https://ui.adsabs.harvard.edu/abs/2017AJ....153...94C,RM,no fit,b,TIC 138168780,Gaia DR3 1114308481603347584,,,,0,
XO-7,6250,100,100,y,y,0,20,14,70,1.7,1.7,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 268403451,Gaia DR3 2303332931542914048,,,,0,
TOI-2374,5002,65,64,y,y,81,22,23,84.6,7.1,7.3,Yee et al. (2025),Yee_et_al._(2025),arXiv:2509.11565,https://ui.adsabs.harvard.edu/abs/arXiv:2509.11565,RM,Hirano+2010,b,TIC 439366538,Gaia DR3 6828814283414902912,,,,0,
TOI-421b,5291,64,64,y,y,-35,26,23,57,11,15,Bourrier et al. (2025),Bourrier_et_al._(2025),2025A+A...701A.190B,https://ui.adsabs.harvard.edu/abs/2025A%26A...701A.190B,RMR,,b,TIC 94986319,Gaia DR3 2984582227215748864,,,,0,
TOI-421c,5291,64,64,y,y,14,1.8,1.8,44.9,4.4,4.1,Bourrier et al. (2025),Bourrier_et_al._(2025),2025A+A...701A.190B,https://ui.adsabs.harvard.edu/abs/2025A%26A...701A.190B,RMR,,c,TIC 94986319,Gaia DR3 2984582227215748864,,,,0,
TOI-4127,6096,115,115,y,y,4,17,16,-999,-999,-999,Mireles et al. (2025),Mireles_et_al._(2025),2025A+A...704A.194M,https://ui.adsabs.harvard.edu/abs/2025A%26A...704A.194M,RM,Hirano+2011,b,TIC 141488193,Gaia DR3 1111639314047794944,,,,0,
HIP_33609,10400,800,600,y,y,12.7,1.3,1.3,-999,-999,-999,Vowell et al. (2026),Vowell_et_al._(2026),2026MNRAS.545f2161V,https://ui.adsabs.harvard.edu/abs/2026MNRAS.545f2161V,DT,,b,TIC 130415266,Gaia DR3 5557593814516968960,,,,0,
TIDYE-1,4080,95,95,y,y,11.9,5.9,5,-999,-999,-999,Barber et al. (2025),Barber_et_al._(2025),2025ApJ...994L..55B,https://ui.adsabs.harvard.edu/abs/2025ApJ...994L..55B,RM,,b,TIC 56658270,Gaia DR3 164800235906366976,635,,https://arxiv.org/pdf/2411.18683,0,N
TOI-4507,6260,80,80,y,y,-15,50,44,-999,-999,-999,Espinoza-Retamal et al. (2026),Espinoza-Retamal_et_al._(2026),2026ApJ...996L..13E,https://ui.adsabs.harvard.edu/abs/2026ApJ...996L..13E,RM,,b,TIC 179582003,Gaia DR3 4657949756881138176,,,,0,
HAT-P-57,7500,250,250,y,y,-0.4,14,1.9,-999,-999,-999,Balk&oacute;ov&aacute; et al. (2026),Balk&oacute;ov&aacute;_et_al._(2026),arXiv:2601.11313,https://ui.adsabs.harvard.edu/abs/arXiv:2601.11313,DT,,b,TIC 317520667,Gaia DR3 4483640815570090368,790,,Gaia,0,SN
TOI-4495c,6210,70,70,y,y,-2.3,8.3,7.8,0,39,0,Wang et al. (2026),Wang_et_al._(2026),arXiv:2601.02665,https://ui.adsabs.harvard.edu/abs/arXiv:2601.02665,RM,Hirano+2011,c,TIC 120826158,Gaia DR3 2099011888349441536,,,,0,
