name,instru_official,telescope,ref_paper,n
WASP-77A,HARPJiang1_RM,ESO La Silla 3.6-m,2013PASP..125...48M,48
WASP-77A,HARPJiang2_RM,ESO La Silla 3.6-m,2013PASP..125...48M,57
WASP-78,CORALIE,Euler 1.2-m,2015AJ....150...18H,17
WASP-78,HARPS_RM,ESO La Silla 3.6-m,2017MNRAS.464..810B,25
WASP-79,CORALIE,Euler 1.2-m,Dace,34
WASP-79,CORALIE_RM,Euler 1.2-m,Dace,12
WASP-79,HARPS_RM,ESO La Silla 3.6-m,2017MNRAS.464..810B,29
WASP-79,UCLES_RM,AAT 3.9-m,2013ApJ...774L...9A,23
WASP-79,CORALIE01,Euler 1.2-m,Dace,9
WASP-7,CORALIE,Euler 1.2-m,2009ApJ...690L..89H,11
WASP-7,HIRES,Keck I 10-m,2014ApJ...785..126K,18
WASP-7,PFS_RM,Magellan 6.5-m,2012ApJ...744..189A,30
WASP-80,CORALIE,Euler 1.2-m,2015MNRAS.450.2279T,26
WASP-80,CORALIE_RM,Euler 1.2-m,2015MNRAS.450.2279T,11
WASP-80,HARPS,ESO La Silla 3.6-m,2015MNRAS.450.2279T,16
WASP-80,HARPS_RM,ESO La Silla 3.6-m,2015MNRAS.450.2279T,16
WASP-80,HARPS1_RM,ESO La Silla 3.6-m,2015MNRAS.450.2279T,26
WASP-84,HARPS,ESO La Silla 3.6-m,2015ApJ...800L...9A,13
WASP-84,HARPS_RM,ESO La Silla 3.6-m,2015ApJ...800L...9A,17
WASP-84,HARPSN_RM,TNG 3.6-m,2015ApJ...800L...9A,39
WASP-85,SOPHIE,OHP 1.93-m,2014arXiv1412.7761B,11
WASP-85,CORALIE,Euler 1.2-m,2015AJ....150...18H,31
WASP-85,HARPS,ESO La Silla 3.6-m,2014arXiv1412.7761B,8
WASP-85,ESPRESSO0_RM,ESO VLT 8.2-m,2023A%26A...677A.110J,42
WASP-85,ESPRESSO1_RM,ESO VLT 8.2-m,2023A%26A...677A.110J,41
WASP-85,ESPRESSO2_RM,ESO VLT 8.2-m,2023A%26A...677A.110J,28
WASP-87,UCLES_RM,AAT 3.9-m,2016ApJ...823...29A,17
WASP-8,CORALIE,Euler 1.2-m,2010A%26A...517L...1Q,48
WASP-8,HARPS,ESO La Silla 3.6-m,2010A%26A...517L...1Q,7
WASP-8,HARPS_RM,ESO La Silla 3.6-m,2010A%26A...517L...1Q,75
WASP-8,HIRES,Keck I 10-m,2014ApJ...785..126K,8
WASP-91,HARPS_RM,ESO La Silla 3.6-m,2025arXiv250520516Z,20
WASP-94 A,CORALIE,Euler 1.2-m,2014A%26A...572A..49N,25
WASP-94 A,CORALIE_RM,Euler 1.2-m,2014A%26A...572A..49N,23
WASP-99,CORALIE,Euler 1.2-m,2014MNRAS.440.1982H,20
WASP-99,HARPS,ESO La Silla 3.6-m,2025arXiv250520516Z,5
WASP-99,HARPS_RM,ESO La Silla 3.6-m,2025arXiv250520516Z,22
XO-2,HDS_RM,Subaru 8.2-m,2011PASJ...63L..67N,33
XO-2,HDS,Subaru 8.2-m,2011PASJ...63L..67N,8
XO-2,HDS1_RM,Subaru 8.2-m,2011PASJ...63L..67N,18
XO-2,HARPSN,TNG 3.6-m,2015A%26A...575A.111D,25
XO-2,HARPSN_RM,TNG 3.6-m,2015A%26A...575A.111D,18
XO-3,HRS,HET 10-m,2008ApJ...677..657J,11
XO-3,Tull,HJS 2.7-m,2008ApJ...677..657J,10
XO-3,HIRES,Keck I 10-m,2014ApJ...785..126K,11
XO-3,SOPHIE_RM,OHP 1.93-m,2008A%26A...488..763H,36
XO-3,SOPHIE,OHP 1.93-m,2008A%26A...488..763H,19
XO-3,HIRES_RM,Keck I 10-m,2014ApJ...785..126K,39
XO-3,HDS_RM,Subaru 8.2-m,2011PASJ...63L..57H,19
XO-3,HARPS-N,TNG 3.6-m,2017A%26A...602A.107B,19
XO-3,eShel,Amateur,2017AN....338...35G,20
XO-3,APF1_RM,Lick/Levy 2.4-m,2022AJ....163..158W,53
XO-3,APF2_RM,Lick/Levy 2.4-m,2022AJ....163..158W,38
XO-3,NEID_RM,WIYN 3.5-m,2008ApJ...677..657J,28
XO-4,HDS,Subaru 8.2-m,2010PASJ...62L..61N,13
XO-4,HDS_RM,Subaru 8.2-m,2010PASJ...62L..61N,24
XO-4,HARPSN,TNG 3.6-m,2017A%26A...602A.107B,14
XO-6,SOPHIE,OHP 1.93-m,2017AJ....153...94C,13
XO-6,SOPHIE_RM,OHP 1.93-m,2017AJ....153...94C,23
XO-7,SOPHIE,OHP 1.93-m,2020AJ....159...44C,49
XO-7,FIES+_RM,NOT 2.56-m,2020AJ....159...44C,12
