# COLUMN pl_defaultname: NEA-style planet name (host + letter, e.g., "HAT-P-11 b")
# COLUMN hostname: Host star name
# COLUMN tic_id: TESS Input Catalog ID (e.g., "TIC 350020859")
# COLUMN pl_letter: Planet letter (b, c, ...)
# COLUMN pl_orbper: Orbital period [days]
# COLUMN pl_orbpererr1: Orbital period upper unc. [days]
# COLUMN pl_orbpererr2: Orbital period lower unc. [days]
# COLUMN pl_tranmid: Transit mid-time [BJD]
# COLUMN pl_tranmiderr1: Transit mid-time upper unc. [days]
# COLUMN pl_tranmiderr2: Transit mid-time lower unc. [days]
# COLUMN pl_tsystemref: Time system for transit mid-time (BJD_TDB)
# COLUMN pl_orbsmax: Orbital semi-major axis [AU]
# COLUMN pl_orbsmaxerr1: Semi-major axis upper unc. [AU]
# COLUMN pl_orbsmaxerr2: Semi-major axis lower unc. [AU]
# COLUMN pl_orbeccen: Orbital eccentricity (free only if a non-RM RV instrument is present and f_c/f_s float)
# COLUMN pl_orbeccenerr1: Eccentricity upper unc.
# COLUMN pl_orbeccenerr2: Eccentricity lower unc.
# COLUMN pl_orblper: Argument of periastron [deg] (reported when eccentricity is free)
# COLUMN pl_orblpererr1: Argument of periastron upper unc. [deg]
# COLUMN pl_orblpererr2: Argument of periastron lower unc. [deg]
# COLUMN pl_orbincl: Orbital inclination [deg]
# COLUMN pl_orbinclerr1: Inclination upper unc. [deg]
# COLUMN pl_orbinclerr2: Inclination lower unc. [deg]
# COLUMN pl_imppar: Impact parameter
# COLUMN pl_impparerr1: Impact parameter upper unc.
# COLUMN pl_impparerr2: Impact parameter lower unc.
# COLUMN pl_radj: Planet radius [R_Jup]
# COLUMN pl_radjerr1: Planet radius upper unc. [R_Jup]
# COLUMN pl_radjerr2: Planet radius lower unc. [R_Jup]
# COLUMN pl_massj: Planet mass [M_Jup] (reported for transiting planets with non-RM RV and free K)
# COLUMN pl_massjerr1: Planet mass upper unc. [M_Jup]
# COLUMN pl_massjerr2: Planet mass lower unc. [M_Jup]
# COLUMN pl_msinij: Minimum mass m sin i [M_Jup] (used in lieu of pl_massj for non-transiting planets)
# COLUMN pl_msinijerr1: m sin i upper unc. [M_Jup]
# COLUMN pl_msinijerr2: m sin i lower unc. [M_Jup]
# COLUMN pl_trandep: Transit depth [%] (allesfast ppt / 10)
# COLUMN pl_trandeperr1: Transit depth upper unc. [%]
# COLUMN pl_trandeperr2: Transit depth lower unc. [%]
# COLUMN pl_trandur: Transit duration T_14 [hours]
# COLUMN pl_trandurerr1: Transit duration upper unc. [hours]
# COLUMN pl_trandurerr2: Transit duration lower unc. [hours]
# COLUMN pl_ratdor: a / R*
# COLUMN pl_ratdorerr1: a / R* upper unc.
# COLUMN pl_ratdorerr2: a / R* lower unc.
# COLUMN pl_ratror: Rp / R*
# COLUMN pl_ratrorerr1: Rp / R* upper unc.
# COLUMN pl_ratrorerr2: Rp / R* lower unc.
# COLUMN pl_rvamp: RV semi-amplitude K [m/s]
# COLUMN pl_rvamperr1: K upper unc. [m/s]
# COLUMN pl_rvamperr2: K lower unc. [m/s]
# COLUMN pl_eqt: Equilibrium temperature [K]
# COLUMN pl_eqterr1: T_eq upper unc. [K]
# COLUMN pl_eqterr2: T_eq lower unc. [K]
# COLUMN pl_projobliq: Sky-projected obliquity lambda [deg]
# COLUMN pl_projobliqerr1: lambda upper unc. [deg]
# COLUMN pl_projobliqerr2: lambda lower unc. [deg]
# COLUMN pl_trueobliq: True obliquity psi [deg] (reserved; empty unless derived)
# COLUMN pl_trueobliqerr1: psi upper unc. [deg]
# COLUMN pl_trueobliqerr2: psi lower unc. [deg]
# COLUMN rm_snr_combined: Combined matched-filter RM SNR following Kipping (2024); per-dataset SNR = sqrt(Delta chi^2) (with vs. without RM signal, using effective error sqrt(err^2 + jitter)); multiple RM datasets combined in quadrature
# COLUMN st_name: Star name (same as hostname)
# COLUMN host_star_flag: Always 1 (this row is the host star)
# COLUMN st_refname: Reference / publication identifier (placeholder "999" until assigned)
# COLUMN st_teff: Effective temperature T_eff [K]
# COLUMN st_tefferr1: T_eff upper unc. [K]
# COLUMN st_tefferr2: T_eff lower unc. [K]
# COLUMN st_rad: Stellar radius R* [R_Sun]
# COLUMN st_raderr1: R* upper unc. [R_Sun]
# COLUMN st_raderr2: R* lower unc. [R_Sun]
# COLUMN st_mass: Stellar mass M* [M_Sun]
# COLUMN st_masserr1: M* upper unc. [M_Sun]
# COLUMN st_masserr2: M* lower unc. [M_Sun]
# COLUMN st_met: Metallicity [Fe/H] [dex] (sigma floor 0.08 dex)
# COLUMN st_meterr1: Metallicity upper unc. [dex]
# COLUMN st_meterr2: Metallicity lower unc. [dex]
# COLUMN st_metratio: Metallicity convention (always "[Fe/H]")
# COLUMN st_logg: Surface gravity log g* [cgs]
# COLUMN st_loggerr1: log g* upper unc. [cgs]
# COLUMN st_loggerr2: log g* lower unc. [cgs]
# COLUMN st_age: Stellar age [Gyr]
# COLUMN st_ageerr1: Age upper unc. [Gyr]
# COLUMN st_ageerr2: Age lower unc. [Gyr]
# COLUMN st_vsin: Projected rotation velocity v sin i* [km/s]
# COLUMN st_vsinerr1: v sin i* upper unc. [km/s]
# COLUMN st_vsinerr2: v sin i* lower unc. [km/s]
# COLUMN rv_flag: 1 if any RV data is present in the fit, else 0
# COLUMN tran_flag: 1 if any photometry is fit, else 0
# COLUMN peak_prob: For bimodal A_mstar systems: probability mass under this row's stellar-mass mode (Major row > Minor); 1.0 for single-mode systems
# COLUMN BinaryMultiStarFlag: Y if SOCat (May16SoCat.csv) lists any binary/multi-star indicator for this host TIC, else N
#
pl_defaultname,hostname,tic_id,pl_letter,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tsystemref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,rm_snr_combined,st_name,host_star_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_vsin,st_vsinerr1,st_vsinerr2,rv_flag,tran_flag,peak_prob,BinaryMultiStarFlag
WASP-103 b,WASP-103,TIC 276754403,b,0.925545503,0.000000047,-0.000000048,2456459.599651,0.000076,-0.000075,BJD_TDB,0.02030,0.00051,-0.00048,0.052,0.028,-0.029,63,36,-25,87.8,1.4,-1.5,0.104,0.070,-0.067,1.6485,0.0056,-0.0044,1.547,0.030,-0.030,,,,1.473,0.011,-0.010,2.6649,0.0056,-0.0055,2.892,0.073,-0.069,0.11223,0.00038,-0.00030,264.0,9.2,-8.8,2324,28,-29,13,12,-15,,,,15.62,WASP-103,1,999,6132,96,-97,1.523,0.046,-0.043,1.340,0.074,-0.073,0.286,0.075,-0.075,[Fe/H],4.199,0.023,-0.023,2.4,1.2,-0.9,10.04,0.59,-0.55,1,1,1.0,N
WASP-105 b,WASP-105,TIC 158623531,b,7.8728935,0.0000023,-0.0000024,2456600.07691,0.00073,-0.00070,BJD_TDB,0.0807,0.0026,-0.0025,0.013,0.015,-0.009,100,210,-60,88.98,0.57,-0.33,0.30,0.09,-0.16,1.115,0.015,-0.017,1.695,0.061,-0.058,,,,1.468,0.013,-0.013,3.804,0.036,-0.033,16.79,0.54,-0.52,0.1108,0.0015,-0.0017,189.7,3.7,-4.1,800,13,-13,-14,24,-23,,,,6.63,WASP-105,1,999,5257,75,-72,0.987,0.029,-0.027,0.986,0.054,-0.049,0.385,0.071,-0.074,[Fe/H],4.443,0.031,-0.032,6.2,3.9,-3.6,1.33,0.26,-0.21,1,1,1.0,N
WASP-106 b,WASP-106,TIC 53189332,b,9.2897060,0.0000018,-0.0000019,2458553.94018,0.00030,-0.00029,BJD_TDB,0.0932,0.0019,-0.0020,0.055,0.018,-0.017,125,15,-11,89.68,0.23,-0.43,0.074,0.097,-0.053,1.150,0.019,-0.019,1.926,0.060,-0.058,,,,0.815,0.035,-0.037,5.323,0.023,-0.021,13.72,0.29,-0.29,0.0809,0.0013,-0.0013,164.6,3.0,-3.2,1048,11,-11,2.9,9.7,-9.6,,,,42.89,WASP-106,1,999,6072,73,-73,1.450,0.033,-0.033,1.227,0.061,-0.068,0.152,0.074,-0.075,[Fe/H],4.203,0.021,-0.022,3.9,1.4,-1.1,5.90,0.30,-0.28,1,1,1.0,N
WASP-107 b,WASP-107,TIC 429302040,b,5.72148703,0.00000033,-0.00000033,2457584.330266,0.000086,-0.000082,BJD_TDB,0.0544,0.0013,-0.0012,0.067,0.025,-0.025,289,15,-14,88.57,0.13,-0.12,0.448,0.033,-0.038,0.995,0.010,-0.010,0.1017,0.0040,-0.0041,,,,2.6618,0.0069,-0.0068,2.916,0.020,-0.020,16.86,0.40,-0.38,0.1473,0.0015,-0.0015,14.92,0.48,-0.49,697.7,8.0,-8.1,161,39,-34,,,,1.58,WASP-107,1,999,4207,55,-54,0.701,0.019,-0.018,0.676,0.026,-0.024,0.05,0.13,-0.10,[Fe/H],4.577,0.021,-0.020,10.8,2.3,-4.1,0.23,0.12,-0.12,1,1,1.0,N
WASP-111 b,WASP-111,TIC 25375553,b,2.31097012,0.00000020,-0.00000020,2456275.75182,0.00038,-0.00037,BJD_TDB,0.03976,0.00088,-0.00088,0.024,0.024,-0.016,120,200,-90,81.02,0.43,-0.44,0.687,0.013,-0.013,1.4826,0.0099,-0.0072,1.812,0.090,-0.090,,,,0.6413,0.0029,-0.0030,3.369,0.011,-0.011,4.422,0.098,-0.098,0.07880,0.00052,-0.00038,216.0,9.4,-9.4,1922,22,-21,-13,11,-11,,,,4.50,WASP-111,1,999,6322,91,-95,1.900,0.051,-0.048,1.489,0.050,-0.046,0.246,0.075,-0.068,[Fe/H],4.053,0.019,-0.018,0.0133,0.0012,-0.0016,11.15,0.76,-0.77,1,1,1.0,Y
WASP-117 b,WASP-117,TIC 166739520,b,10.0205923,0.0000011,-0.0000011,2458728.33399,0.00016,-0.00017,BJD_TDB,0.0950,0.0017,-0.0018,0.267,0.018,-0.019,236.4,2.9,-3.3,88.95,0.13,-0.11,0.365,0.039,-0.047,1.0292,0.0067,-0.0062,0.270,0.010,-0.010,,,,0.769,0.018,-0.014,5.840,0.018,-0.018,16.64,0.29,-0.31,0.08616,0.00056,-0.00052,25.06,0.83,-0.81,957.7,9.1,-8.3,43.3,7.2,-7.1,,,,13.10,WASP-117,1,999,6115,81,-73,1.2271,0.0036,-0.0032,1.137,0.061,-0.062,-0.083,0.059,-0.067,[Fe/H],4.316,0.023,-0.025,3.0,1.9,-1.5,1.49,0.16,-0.14,1,1,1.0,N
WASP-11 b,WASP-11,TIC 85593751,b,3.72247924,0.00000018,-0.00000018,2456933.61542,0.00012,-0.00012,BJD_TDB,0.04342,0.00084,-0.00096,0.032,0.019,-0.018,60,110,-40,89.71,0.20,-0.32,0.059,0.066,-0.041,0.9926,0.0050,-0.0050,0.525,0.020,-0.020,,,,2.167,0.078,-0.076,2.611,0.011,-0.010,12.08,0.23,-0.27,0.13197,0.00066,-0.00066,80.7,3.2,-3.1,917,10,-9,13,28,-36,,,,11.44,WASP-11,1,999,4891,57,-58,0.782,0.019,-0.017,0.812,0.036,-0.033,0.141,0.078,-0.078,[Fe/H],4.562,0.019,-0.021,6.9,4.2,-4.1,1.11,0.26,-0.14,1,1,1.0,Y
WASP-120 b,WASP-120,TIC 152476657,b,3.61126669,0.00000056,-0.00000054,2456779.43638,0.00040,-0.00041,BJD_TDB,0.0502,0.0014,-0.0013,0.053,0.014,-0.013,330,20,-310,83.89,0.36,-0.36,0.700,0.017,-0.020,1.225,0.014,-0.011,5.38,0.20,-0.20,,,,0.583,0.014,-0.010,3.561,0.021,-0.021,6.48,0.19,-0.17,0.07553,0.00085,-0.00069,506,14,-14,1639,22,-23,-4.4,4.8,-4.9,,,,6.21,WASP-120,1,999,6425,95,-94,1.728,0.045,-0.045,1.447,0.063,-0.064,0.136,0.079,-0.077,[Fe/H],4.123,0.027,-0.026,1.94,0.65,-0.55,15.0,1.0,-1.0,1,1,1.0,N
WASP-121 b,WASP-121,TIC 22529346,b,1.274924675,0.000000037,-0.000000036,2458119.720988,0.000055,-0.000055,BJD_TDB,0.02782,0.00057,-0.00067,0.067,0.036,-0.035,30,310,-20,87.76,0.27,-0.30,0.142,0.019,-0.017,1.9408,0.0051,-0.0040,1.055,0.024,-0.024,,,,1.788,0.016,-0.017,2.9067,0.0035,-0.0035,3.728,0.076,-0.090,0.12430,0.00033,-0.00025,174.3,6.7,-7.0,2164,27,-22,87.71,0.91,-0.97,,,,18.21,WASP-121,1,999,6560,140,-120,1.508,0.038,-0.035,1.464,0.057,-0.059,0.410,0.059,-0.066,[Fe/H],4.248,0.019,-0.024,0.63,0.70,-0.42,12.33,0.69,-0.69,1,1,1.0,N
WASP-127 b,WASP-127,TIC 169226822,b,4.17806253,0.00000040,-0.00000040,2456776.62187,0.00030,-0.00029,BJD_TDB,0.0517,0.0020,-0.0017,0.046,0.052,-0.033,210,120,-170,88.91,0.80,-0.69,0.16,0.10,-0.11,1.368,0.024,-0.019,0.145,0.029,-0.030,,,,1.210,0.097,-0.068,4.318,0.011,-0.010,8.11,0.32,-0.27,0.1025,0.0018,-0.0014,17.6,3.4,-3.5,1306,23,-25,-171,30,-33,,,,5.47,WASP-127,1,999,5830,110,-100,1.346,0.042,-0.041,0.999,0.067,-0.055,-0.106,0.060,-0.069,[Fe/H],4.179,0.040,-0.034,8.8,2.6,-2.5,0.31,0.10,-0.05,1,1,1.0,Y
WASP-129 b,WASP-129,TIC 61538902,b,5.74813259,0.00000052,-0.00000052,2457027.43933,0.00021,-0.00021,BJD_TDB,0.0662,0.0018,-0.0019,0.177,0.028,-0.027,102.6,8.2,-8.3,86.27,0.22,-0.25,0.660,0.016,-0.018,1.2247,0.0068,-0.0070,1.185,0.059,-0.061,,,,1.203,0.013,-0.013,2.699,0.016,-0.016,12.23,0.33,-0.35,0.10815,0.00060,-0.00061,116.4,4.9,-5.1,1153,17,-15,7.5,6.4,-6.5,,,,7.88,WASP-129,1,999,6150,120,-150,1.164,0.032,-0.031,1.173,0.050,-0.061,0.180,0.076,-0.076,[Fe/H],4.375,0.025,-0.030,1.7,2.0,-1.2,3.25,0.35,-0.35,1,1,1.0,Y
WASP-12 b,WASP-12,TIC 86396382,b,1.09141801,0.00000031,-0.00000031,2456594.68493,0.00037,-0.00036,BJD_TDB,0.02234,0.00029,-0.00029,0.051,0.010,-0.010,266.4,7.0,-6.9,82.73,0.50,-0.48,0.416,0.022,-0.024,1.7711,0.0081,-0.0086,1.388,0.020,-0.020,,,,1.5786,0.0077,-0.0076,2.9941,0.0087,-0.0086,3.127,0.041,-0.040,0.11846,0.00054,-0.00057,223.5,3.6,-3.6,2286,15,-15,39,13,-15,,,,6.05,WASP-12,1,999,6168,74,-74,1.562,0.029,-0.030,1.314,0.062,-0.063,0.183,0.079,-0.080,[Fe/H],4.169,0.014,-0.014,2.98,0.96,-0.82,1.08,0.24,-0.23,1,1,1.0,Y
WASP-130 b,WASP-130,TIC 243200602,b,11.5509709,0.0000042,-0.0000041,2457937.62930,0.00055,-0.00055,BJD_TDB,0.1029,0.0025,-0.0026,0.013,0.016,-0.009,110,190,-60,88.40,0.11,-0.11,0.591,0.027,-0.028,0.9995,0.0099,-0.0093,1.134,0.043,-0.042,,,,1.049,0.018,-0.016,3.811,0.026,-0.026,21.33,0.51,-0.54,0.09902,0.00097,-0.00091,99.4,3.3,-3.2,789,10,-9,-5.1,2.4,-2.5,,,,19.18,WASP-130,1,999,5710,130,-120,1.028,0.025,-0.024,1.064,0.050,-0.059,0.288,0.078,-0.077,[Fe/H],4.441,0.023,-0.028,2.9,3.2,-1.9,1.685,0.097,-0.095,1,1,1.0,Y
WASP-131 b,WASP-131,TIC 271168962,b,5.3220101,0.0000014,-0.0000014,2456919.82462,0.00070,-0.00071,BJD_TDB,0.0637,0.0020,-0.0020,0.031,0.031,-0.021,168,92,-78,85.03,0.30,-0.33,0.726,0.015,-0.016,1.272,0.014,-0.014,0.310,0.022,-0.021,,,,0.6539,0.0046,-0.0049,3.870,0.025,-0.024,8.42,0.26,-0.26,0.08037,0.00089,-0.00089,30.5,1.8,-1.8,1326,21,-20,161.3,4.8,-4.9,,,,9.65,WASP-131,1,999,6070,110,-110,1.624,0.047,-0.045,1.22,0.07,-0.11,-0.033,0.071,-0.065,[Fe/H],4.101,0.031,-0.035,4.2,2.2,-1.0,2.91,0.33,-0.31,1,1,1.0,Y
WASP-134 b,WASP-134,TIC 388909695,b,10.146612,0.000013,-0.000012,2457201.0790,0.0034,-0.0036,BJD_TDB,0.0954,0.0044,-0.0041,0.164,0.048,-0.045,245,15,-13,89.53,0.33,-0.39,0.16,0.13,-0.11,0.944,0.010,-0.010,1.23,0.10,-0.10,,,,0.742,0.012,-0.011,5.557,0.051,-0.045,17.08,0.80,-0.73,0.08076,0.00088,-0.00089,112.3,8.2,-8.2,882,20,-20,-14,21,-19,,,,9.13,WASP-134,1,999,5690,110,-110,1.182,0.043,-0.040,1.073,0.070,-0.066,0.356,0.073,-0.075,[Fe/H],4.323,0.047,-0.044,6.4,3.7,-3.3,2.31,0.31,-0.32,1,1,1.0,N
WASP-136 b,WASP-136,TIC 176220787,b,5.2153607,0.0000011,-0.0000011,2456776.90433,0.00065,-0.00067,BJD_TDB,0.0664,0.0023,-0.0022,0.042,0.035,-0.028,169,62,-52,87.18,0.76,-0.60,0.352,0.067,-0.092,1.329,0.011,-0.011,1.56,0.11,-0.11,,,,0.516,0.013,-0.013,5.580,0.024,-0.023,7.19,0.25,-0.24,0.06874,0.00056,-0.00055,140.1,8.5,-9.0,1549,27,-26,-39,17,-13,,,,5.33,WASP-136,1,999,6360,100,-100,2.026,0.064,-0.061,1.528,0.064,-0.069,0.172,0.077,-0.073,[Fe/H],4.008,0.033,-0.033,2.06,0.54,-0.44,13.19,0.79,-0.77,1,1,1.0,Y
WASP-139 b,WASP-139,TIC 159951311,b,5.92426634,0.00000072,-0.00000069,2457196.79481,0.00022,-0.00022,BJD_TDB,0.0633,0.0020,-0.0021,0.122,0.076,-0.071,157,25,-43,88.93,0.48,-0.45,0.28,0.13,-0.13,0.851,0.016,-0.012,0.112,0.020,-0.019,,,,1.252,0.030,-0.032,2.859,0.025,-0.022,15.99,0.50,-0.53,0.1027,0.0019,-0.0015,14.7,2.5,-2.4,825,14,-13,-84.6,7.6,-5.5,,,,6.11,WASP-139,1,999,5173,73,-74,0.822,0.025,-0.023,0.866,0.039,-0.037,0.145,0.076,-0.076,[Fe/H],4.547,0.030,-0.033,5.3,5.1,-3.7,1.64,0.68,-0.50,1,1,1.0,Y
WASP-13 b,WASP-13,TIC 8767448,b,4.35300908,0.00000091,-0.00000093,2458883.80333,0.00021,-0.00022,BJD_TDB,0.0559,0.0016,-0.0014,0.012,0.014,-0.008,120,180,-80,85.95,0.41,-0.33,0.553,0.032,-0.044,1.426,0.023,-0.024,0.490,0.016,-0.016,,,,1.005,0.029,-0.030,4.016,0.028,-0.027,7.85,0.22,-0.19,0.0957,0.0015,-0.0016,56.9,1.1,-1.1,1346,17,-18,13,13,-13,,,,4.76,WASP-13,1,999,5959,86,-80,1.533,0.039,-0.042,1.232,0.053,-0.044,0.124,0.078,-0.079,[Fe/H],4.158,0.026,-0.023,4.20,0.83,-0.94,3.20,0.64,-0.69,1,1,0.7044,N
WASP-13 b,WASP-13,TIC 8767448,b,4.35300906,0.00000095,-0.00000098,2458883.80333,0.00022,-0.00022,BJD_TDB,0.0549,0.0015,-0.0014,0.012,0.017,-0.009,90,200,-50,85.71,0.38,-0.33,0.573,0.029,-0.039,1.430,0.022,-0.024,0.499,0.018,-0.017,,,,1.003,0.029,-0.026,4.025,0.028,-0.029,7.71,0.22,-0.20,0.0960,0.0015,-0.0016,56.9,1.1,-1.1,1358,18,-19,13,13,-13,,,,4.76,WASP-13,1,999,5973,84,-86,1.518,0.038,-0.039,1.129,0.072,-0.046,0.098,0.075,-0.073,[Fe/H],4.130,0.028,-0.026,6.4,1.3,-1.6,3.20,0.65,-0.70,1,1,0.2956,N
WASP-140 b,WASP-140,TIC 178284730,b,2.23598469,0.00000038,-0.00000038,2456912.35166,0.00031,-0.00030,BJD_TDB,0.03161,0.00047,-0.00042,0.0447,0.0052,-0.0052,10,340,-10,84.25,0.14,-0.16,0.848,0.013,-0.010,1.149,0.021,-0.015,2.390,0.036,-0.038,,,,1.918,0.011,-0.011,1.555,0.022,-0.019,8.50,0.13,-0.11,0.1476,0.0027,-0.0019,402.6,3.9,-4.0,1219.7,8.2,-9.0,-2.3,2.0,-2.0,,,,9.81,WASP-140,1,999,5440,110,-110,0.809,0.014,-0.014,0.877,0.036,-0.037,-0.048,0.097,-0.065,[Fe/H],4.564,0.015,-0.014,2.9,3.2,-2.0,3.12,0.33,-0.32,1,1,1.0,Y
WASP-14 b,WASP-14,TIC 347430350,b,2.24376583,0.00000021,-0.00000021,2455798.61920,0.00035,-0.00035,BJD_TDB,0.03811,0.00073,-0.00073,0.0821,0.0026,-0.0021,250.54,0.77,-0.69,85.44,0.37,-0.34,0.537,0.030,-0.034,1.240,0.017,-0.017,6.96,0.14,-0.14,,,,1.035,0.028,-0.030,2.848,0.015,-0.014,6.27,0.12,-0.12,0.0975,0.0013,-0.0014,984.8,2.5,-2.4,1673,16,-16,-45.2,7.4,-7.1,,,,9.27,WASP-14,1,999,6619,97,-91,1.245,0.026,-0.027,1.271,0.040,-0.045,-0.036,0.056,-0.054,[Fe/H],4.352,0.017,-0.018,0.36,0.66,-0.26,2.85,0.40,-0.37,1,1,1.0,Y
WASP-156 b,WASP-156,TIC 270380593,b,3.83616182,0.00000081,-0.00000083,2458414.13604,0.00027,-0.00026,BJD_TDB,0.0447,0.0014,-0.0013,0.084,0.043,-0.045,40,210,-30,88.66,0.82,-0.62,0.27,0.13,-0.17,0.542,0.011,-0.010,0.132,0.011,-0.012,,,,0.620,0.026,-0.024,2.406,0.018,-0.016,12.04,0.37,-0.34,0.0698,0.0015,-0.0013,19.1,1.5,-1.6,919,13,-14,,,,,,,,WASP-156,1,999,4940,69,-68,0.806,0.023,-0.022,0.833,0.037,-0.031,0.186,0.076,-0.076,[Fe/H],4.546,0.029,-0.027,7.4,4.3,-4.6,,,,1,1,1.0,N
WASP-15 b,WASP-15,TIC 111991770,b,3.75209890,0.00000046,-0.00000046,2456036.76129,0.00016,-0.00015,BJD_TDB,0.0500,0.0014,-0.0014,0.021,0.023,-0.014,180,130,-120,86.02,0.36,-0.36,0.517,0.030,-0.034,1.329,0.010,-0.011,0.582,0.031,-0.030,,,,0.980,0.015,-0.016,3.741,0.018,-0.018,7.43,0.21,-0.21,0.09447,0.00074,-0.00078,61.0,2.7,-2.7,1495,21,-21,-138.1,5.4,-5.5,,,,11.50,WASP-15,1,999,6291,98,-89,1.467,0.039,-0.038,1.239,0.064,-0.076,0.017,0.062,-0.052,[Fe/H],4.197,0.028,-0.030,3.3,1.5,-1.1,4.47,0.42,-0.40,1,1,1.0,N
WASP-162 b,WASP-162,TIC 308098254,b,9.6246782,0.0000037,-0.0000037,2457701.38014,0.00085,-0.00085,BJD_TDB,0.0877,0.0019,-0.0022,0.4350,0.0054,-0.0053,356.9,1.9,-3.9,89.45,0.38,-0.51,0.13,0.12,-0.09,0.988,0.011,-0.012,4.78,0.15,-0.13,,,,0.959,0.013,-0.012,4.334,0.046,-0.042,16.77,0.37,-0.41,0.0902,0.0010,-0.0011,506.3,8.9,-9.0,877,11,-9,4,36,-36,,,,3.11,WASP-162,1,999,5513,71,-73,1.142,0.028,-0.026,1.014,0.056,-0.048,0.32,0.10,-0.11,[Fe/H],4.330,0.023,-0.025,8.6,2.8,-2.7,1.73,0.54,-0.57,1,1,1.0,N
WASP-166 b,WASP-166,TIC 408310006,b,5.4435424,0.0000011,-0.0000011,2457664.32887,0.00043,-0.00042,BJD_TDB,0.0640,0.0027,-0.0029,0.099,0.057,-0.055,40,270,-30,88.2,1.1,-0.7,0.33,0.12,-0.21,0.647,0.011,-0.010,0.0897,0.0097,-0.0090,,,,0.324,0.011,-0.009,3.613,0.022,-0.020,11.01,0.46,-0.50,0.05323,0.00091,-0.00084,9.53,0.93,-0.90,1179,28,-24,2.0,4.4,-3.7,,,,30.84,WASP-166,1,999,5990,100,-100,1.248,0.047,-0.042,1.175,0.063,-0.073,0.259,0.077,-0.078,[Fe/H],4.316,0.041,-0.048,3.3,2.7,-2.0,4.88,0.29,-0.24,1,1,1.0,N
WASP-16 b,WASP-16,TIC 46096489,b,3.11860311,0.00000015,-0.00000015,2456355.79690,0.00012,-0.00012,BJD_TDB,0.04117,0.00082,-0.00076,0.011,0.012,-0.008,140,130,-70,84.07,0.20,-0.20,0.854,0.009,-0.012,1.226,0.029,-0.023,0.866,0.029,-0.027,,,,1.240,0.010,-0.010,2.076,0.020,-0.017,8.30,0.17,-0.15,0.1181,0.0028,-0.0022,121.4,3.0,-2.9,1295,12,-13,4.2,4.9,-4.5,,,,5.58,WASP-16,1,999,5696,76,-75,1.081,0.022,-0.022,0.997,0.055,-0.051,0.131,0.074,-0.073,[Fe/H],4.369,0.021,-0.020,7.2,3.0,-2.7,1.68,0.35,-0.33,1,1,1.0,N
WASP-172 b,WASP-172,TIC 453789494,b,5.4774383,0.0000026,-0.0000026,2457032.2598,0.0013,-0.0012,BJD_TDB,0.0733,0.0032,-0.0028,0.063,0.071,-0.044,260,70,-220,86.48,0.39,-0.40,0.483,0.039,-0.045,1.820,0.012,-0.013,0.54,0.12,-0.12,,,,0.8901,0.0065,-0.0064,5.467,0.030,-0.030,7.67,0.34,-0.29,0.09102,0.00061,-0.00063,43.8,9.7,-9.9,1701,33,-36,113.9,4.8,-4.9,,,,15.04,WASP-172,1,999,7390,200,-210,2.043,0.072,-0.080,1.722,0.063,-0.064,-0.010,0.052,-0.060,[Fe/H],4.053,0.040,-0.036,1.04,0.22,-0.18,13.56,0.47,-0.48,1,1,1.0,N
WASP-173 A b,WASP-173 A,TIC 77031414,b,1.386653176,0.000000084,-0.000000086,2457288.85941,0.00016,-0.00015,BJD_TDB,0.02411,0.00059,-0.00066,0.018,0.027,-0.013,160,120,-120,86.63,0.96,-0.69,0.292,0.053,-0.082,1.1357,0.0067,-0.0078,3.51,0.10,-0.12,,,,1.4121,0.0072,-0.0069,2.2984,0.0089,-0.0091,4.98,0.12,-0.14,0.11219,0.00066,-0.00077,612,20,-29,1677,24,-20,9.9,7.4,-7.0,,,,18.26,WASP-173 A,1,999,5727,68,-72,1.066,0.027,-0.024,1.044,0.057,-0.058,0.195,0.073,-0.073,[Fe/H],4.402,0.026,-0.029,4.6,3.2,-2.6,6.19,0.29,-0.29,1,1,1.0,Y
