name,mission,instrument,band,sector,date,ref_paper
TOI-4379_b,TESS,QLP,TESS,,,
TOI-4379_b,TESS,SPOC,TESS,,,
TOI-4379_b,Ground,PEST,g,,2023-05-27,2024AJ....168...81S
TOI-4507_b,TESS,SPOC,TESS,,,
TOI-4507_b,TESS,SPOC,TESS,,,
TOI-4507_b,Ground,ASTEP,B,,2023-05-23,2026ApJ...996L..13E
TOI-4507_b,Ground,ASTEP,R,,2023-05-23,2026ApJ...996L..13E
TOI-4507_b,Ground,ASTEP,R,,2025-05-24,2026ApJ...996L..13E
TOI-4507_b,TESS,SPOC,TESS,,,
TOI-4515_b,TESS,SPOC,TESS,,,
TOI-4515_b,TESS,SPOC,TESS,,,
TOI-4515_b,Kepler/K2,KeplerCam,Kepler,,,2025AJ_170_70E
TOI-4515_b,Ground,LCOGT_CTIO,g,,2022-11-26,2025AJ_170_70E
TOI-4641_b,TESS,SPOC,TESS,,,
TOI-4641_b,TESS,SPOC,TESS,,,
TOI-4641_b,TESS,QLP,TESS,,,
TOI-5027_b,TESS,SPOC,TESS,,,
TOI-5027_b,TESS,SPOC,TESS,,,
TOI-5027_b,Ground,LCOGT_CTIO,i,,2022-04-04,2025AJ_170_70E
TOI-5027_b,Ground,MOANA_ES,r,,2024-07-12,2025AJ_170_70E
TOI-5027_b,TESS,SPOC,TESS,,,
TOI-5126_b,TESS,SPOC,TESS,,,
TOI-5126_b,TESS,SPOC,TESS,,,
TOI-5293_A_b,TESS,QLP,TESS,,,
TOI-5293_A_b,TESS,SPOC,TESS,,,
TOI-5398_b,TESS,SPOC,TESS,,,
TOI-558_b,TESS,SPOC,TESS,,,
TOI-558_b,Ground,LCOGT_SAAO,z,,2019-09-28,2025AJ_170_70E
TOI-558_b,Ground,LCO-SAAO-1m,zs,,2019-09-28,2022AJ....163....9I
TOI-558_b,Ground,LCO-CTIO-1m0,B,,2019-10-27,2022AJ....163....9I
TOI-558_b,Ground,LCOGT_CTIO,B,,2019-10-27,2025AJ_170_70E
TOI-558_b,TESS,SPOC,TESS,,,
TOI-558_b,Ground,LCOGT_CTIO,i,,2020-11-09,2025AJ_170_70E
TOI-558_b,Ground,LCO-CTIO-1m0,ip,,2020-11-09,2022AJ....163....9I
TOI-558_b,Ground,MOANA_ES,i,,2022-10-24,2025AJ_170_70E
TOI-558_b,TESS,QLP,TESS,,,
TOI-559_b,TESS,SPOC,TESS,,,
TOI-559_b,Ground,LCO-SSO-1m0,zs,,2019-10-18,2022AJ....163....9I
TOI-559_b,Ground,LCO-SSO-1m0,ip,,2020-08-20,2022AJ....163....9I
TOI-559_b,Ground,LCO-SSO-1m0,ip,,2020-08-27,2022AJ....163....9I
TOI-559_b,TESS,SPOC,TESS,,,
TOI-6029_b,TESS,SPOC,TESS,,,
TOI-6029_b,TESS,QLP,TESS,,,
TOI-6029_b,TESS,SPOC,TESS,,,
TOI-6029_b,TESS,SPOC,TESS,,,
TOI-622_b,TESS,SPOC,TESS,,,
TOI-622_b,Ground,NGTS_1,clear,,2019-12-23,2023A&A...675A..39P
TOI-622_b,Ground,NGTS_2,clear,,2019-12-23,2023A&A...675A..39P
TOI-622_b,TESS,SPOC,TESS,,,
TOI-622_b,TESS,QLP,TESS,,,
TOI-640_b,TESS,SPOC,TESS,,,
TOI-640_b,Ground,Brierfield,I,,2019-12-27,2021AJ....161..194R
TOI-640_b,Ground,PEST,V,,2020-03-01,2021AJ....161..194R
TOI-640_b,Ground,LCO_SSO_1m0,zs,,2020-08-23,2021AJ....161..194R
TOI-640_b,Ground,LCOSSO,z,,2020-11-06,2021AJ....161..194R
TOI-640_b,TESS,SPOC,TESS,,,
TOI-677_b,TESS,SPOC,TESS,,,
TOI-677_b,Ground,SSMKO,i,,2019-05-11,2020AJ....159..145J
TOI-677_b,Ground,LCOGT/LCO 0.4m (1),zPS,,2023-02-10,2024AJ....167..175H
TOI-677_b,Ground,LCOGT/LCO 0.4m (2),zPS,,2023-02-10,2024AJ....167..175H
TOI-677_b,TESS,SPOC,TESS,,,
TOI-677_b,TESS,QLP,TESS,,,
TOI-778_b,TESS,SPOC,TESS,,,
TOI-778_b,Ground,NGTS,NGTS,,2019-06-23,2023AJ....165..207C
TOI-778_b,Ground,PEST,V,,2020-03-31,2023AJ....165..207C
TOI-778_b,Ground,MtStuart,r,,2020-04-28,2023AJ....165..207C
TOI-778_b,Ground,LCOSAAO,zPS,,2020-05-30,2023AJ....165..207C
TOI-778_b,Ground,MtKent,i,,2020-06-04,2023AJ....165..207C
TOI-778_b,TESS,SPOC,TESS,,,
TOI-778_b,TESS,QLP,TESS,,,
TOI-813_b,TESS,SPOC,TESS,,,
TOI-813_b,TESS,SPOC,TESS,,,
TOI-813_b,TESS,SPOC,TESS,,,
TOI-813_b,TESS,SPOC,TESS,,,
TOI-858_B_b,TESS,QLP,TESS,,,
TOI-858_B_b,Ground,Hazelwood,i,,2019-08-28,2023A&A...679A..70H
TOI-858_B_b,Ground,Brierfield0.36m,B,,2019-11-05,2023A&A...679A..70H
TOI-858_B_b,TESS,SPOC,TESS,,,
TOI-880_c,TESS,SPOC,TESS,,,
TOI-880_c,TESS,SPOC,TESS,,,
TOI-880_c,TESS,QLP,TESS,,,
TOI-892_b,TESS,SPOC,TESS,,,
TOI-892_b,Ground,MEarth_South,RG715,,2020-02-21,2020AJ....160..235B
TOI-892_b,TESS,SPOC,TESS,,,
TOI-892_b,TESS,QLP,TESS,,,
TOI-942_b,TESS,SPOC,TESS,,,
TOI-942_b,TESS,SPOC,TESS,,,
TOI-942_b,TESS,SPOC,TESS,,,
TrES-1_b,Ground,CCD camera,I,,2004-06-18,2004ApJ_613L_153A
TrES-1_b,Ground,CCD camera,B,,2004-06-24,2004ApJ_613L_153A
TrES-1_b,Kepler/K2,KeplerCam,Kepler,,,2004ApJ_613L_153A
TrES-1_b,Kepler/K2,KeplerCam,Kepler,,,2004ApJ_613L_153A
TrES-1_b,Ground,unknown,z,,2006-06-09,2007ApJ...657.1098W
TrES-1_b,Ground,unknown,z,,2006-06-12,2007ApJ...657.1098W
TrES-1_b,Ground,unknown,z,,2006-06-15,2007ApJ...657.1098W
TrES-1_b,Ground,60cm,R,,2016-09-09,2021ApJS..255...15W
TrES-1_b,Ground,60cm,R,,2016-09-15,2021ApJS..255...15W
TrES-1_b,Ground,60cm,R,,2016-09-18,2021ApJS..255...15W
TrES-1_b,Ground,60cm,R,,2017-04-21,2021ApJS..255...15W
TrES-1_b,Ground,Schmidt,R,,2017-04-21,2021ApJS..255...15W
TrES-1_b,Ground,60cm,R,,2017-04-24,2021ApJS..255...15W
TrES-1_b,Ground,Schmidt,R,,2017-04-24,2021ApJS..255...15W
TrES-1_b,Ground,Schmidt,R,,2017-04-27,2021ApJS..255...15W
TrES-1_b,Ground,Schmidt,R,,2017-04-30,2021ApJS..255...15W
TrES-1_b,TESS,SPOC,TESS,,,
TrES-1_b,TESS,SPOC,TESS,,,
TrES-2_b,Kepler/K2,60T2,Kepler,,,
TrES-2_b,TESS,SPOC,TESS,,,
TrES-2_b,TESS,SPOC,TESS,,,
TrES-2_b,TESS,SPOC,TESS,,,
TrES-2_b,TESS,QLP,TESS,,,
TrES-4_b,Ground,FLWO 1.2-m,z,,2007-05-03,2009ApJ...691.1145S
TrES-4_b,Ground,Lowell 0.8-m,B,,2007-05-10,2009ApJ...691.1145S
TrES-4_b,Ground,FLWO 1.2-m,z,,2007-05-10,2009ApJ...691.1145S
TrES-4_b,Ground,CAHA 1.23-m,I,,2013-07-07,2015A&A...575L..15S
TrES-4_b,Ground,CAHA 1.23-m,I,,2014-06-30,2015A&A...575L..15S
TrES-4_b,Ground,CAHA 1.23-m,I,,2014-07-01,2015A&A...575L..15S
TrES-4_b,TESS,SPOC,TESS,,,
TrES-4_b,TESS,SPOC,TESS,,,
WASP-100_b,TESS,SPOC,TESS,,,
WASP-100_b,TESS,SPOC,TESS,,,
WASP-100_b,TESS,SPOC,TESS,,,
WASP-100_b,TESS,QLP,TESS,,,
WASP-101_b,TESS,SPOC,TESS,,,
WASP-101_b,TESS,SPOC,TESS,,,
WASP-103_b,Ground,Euler,r,,2013-06-29,2014A&A...562L...3G
WASP-103_b,Ground,Euler,r,,2013-07-12,2014A&A...562L...3G
WASP-103_b,Ground,TRAPPIST,BB,,2013-07-24,2014A&A...562L...3G
WASP-103_b,Ground,DFOSC,R,,2014-04-20,2015MNRAS.447..711S
WASP-103_b,Ground,DFOSC,I,,2014-05-02,2015MNRAS.447..711S
WASP-103_b,Ground,DFOSC,R,,2014-06-09,2015MNRAS.447..711S
WASP-103_b,Ground,DFOSC,R,,2014-06-23,2015MNRAS.447..711S
WASP-103_b,Ground,DFOSC,R,,2014-06-24,2015MNRAS.447..711S
WASP-103_b,Ground,DFOSC,R,,2014-07-06,2015MNRAS.447..711S
WASP-103_b,Ground,GROND,g,,2014-07-06,2015MNRAS.447..711S
WASP-103_b,Ground,GROND,i,,2014-07-06,2015MNRAS.447..711S
WASP-103_b,Ground,GROND,r,,2014-07-06,2015MNRAS.447..711S
WASP-103_b,Ground,GROND,z,,2014-07-06,2015MNRAS.447..711S
WASP-103_b,Ground,DFOSC,R,,2014-07-18,2015MNRAS.447..711S
WASP-103_b,Ground,DFOSC,R,,2014-07-19,2015MNRAS.447..711S
WASP-103_b,Ground,GROND,g,,2014-07-19,2015MNRAS.447..711S
WASP-103_b,Ground,GROND,i,,2014-07-19,2015MNRAS.447..711S
WASP-103_b,Ground,GROND,r,,2014-07-19,2015MNRAS.447..711S
WASP-103_b,Ground,GROND,z,,2014-07-19,2015MNRAS.447..711S
WASP-103_b,Ground,CASLEO,R,,2014-08-13,2015MNRAS.447..711S
WASP-103_b,Ground,Maciejewski18,clear,,2016-05-07,2018AcA....68..371M
WASP-103_b,Ground,GB,V,,2018-05-11,2018AcA....68..371M
WASP-103_b,Ground,OSN150,clear,,2019-05-31,2022A&A...667A.127M
WASP-103_b,Ground,Jena,clear,,2019-06-01,2022A&A...667A.127M
WASP-103_b,Ground,OSN150,clear,,2019-06-01,2022A&A...667A.127M
WASP-103_b,Ground,Jena,clear,,2019-06-02,2022A&A...667A.127M
WASP-103_b,Ground,OSN150,clear,,2019-06-02,2022A&A...667A.127M
WASP-103_b,Ground,Trebur,clear,,2019-06-26,2022A&A...667A.127M
WASP-103_b,Ground,Rozhen,clear,,2019-06-27,2022A&A...667A.127M
WASP-103_b,Ground,Trebur,clear,,2019-06-27,2022A&A...667A.127M
WASP-103_b,Ground,OSN150,R,,2021-05-21,2022A&A...667A.127M
WASP-103_b,Ground,OSN150,R,,2021-05-22,2022A&A...667A.127M
WASP-103_b,Ground,OSN150,R,,2021-06-03,2022A&A...667A.127M
WASP-103_b,Ground,OSN150,R,,2021-06-04,2022A&A...667A.127M
WASP-103_b,Ground,Rozhen,clear,,2021-07-12,2022A&A...667A.127M
WASP-105_b,TESS,SPOC,TESS,,,
WASP-106_b,Ground,LIVERPOOL,VR,,2014-02-25,2014A&A...570A..64S
WASP-106_b,Ground,TRAPPIST,Iz,,2014-02-26,2014A&A...570A..64S
WASP-106_b,Ground,LIVERPOOL,VR,,2014-02-26,2014A&A...570A..64S
WASP-106_b,Ground,INT,i,,2014-02-26,2014A&A...570A..64S
WASP-106_b,TESS,SPOC,TESS,,,
WASP-106_b,TESS,SPOC,TESS,,,
WASP-106_b,Ground,MOANA_ES,r,,2023-03-18,2025AJ_170_70E
WASP-107_b,Kepler/K2,Kepler1800,Kepler,,,
WASP-107_b,TESS,SPOC,TESS,,,
WASP-107_b,TESS,QLP,TESS,,,
WASP-111_b,TESS,SPOC,TESS,,,
WASP-117_b,Ground,TRAPPIST,Iz,,2013-08-19,2014A&A...568A..81L
WASP-117_b,Ground,TRAPPIST,Iz,,2013-08-29,2014A&A...568A..81L
WASP-117_b,Ground,EulerCam,r,,2013-08-29,2014A&A...568A..81L
WASP-117_b,Ground,TRAPPIST,Iz,,2013-09-08,2014A&A...568A..81L
WASP-117_b,Ground,CHAT,i,,2017-07-12,2019A&A...622A..81M
WASP-117_b,TESS,SPOC,TESS,,,
WASP-117_b,TESS,SPOC,TESS,,,
WASP-117_b,TESS,QLP,TESS,,,
WASP-11_b,Ground,Loiano 1.52m,r,,2009-11-15,2015A&A...579A.136M
WASP-11_b,Ground,Calar Alto 1.23m,I,,2014-10-03,2015A&A...579A.136M
WASP-11_b,Ground,IAC 0.80m,R,,2014-10-03,2015A&A...579A.136M
WASP-11_b,TESS,SPOC,TESS,,,
WASP-11_b,TESS,SPOC,TESS,,,
WASP-11_b,TESS,SPOC,TESS,,,
WASP-11_b,TESS,QLP,TESS,,,
WASP-120_b,Ground,TRAPPIST,Iz,,2013-11-13,2016PASP..128f4401T
WASP-120_b,Ground,EulerCam,I,,2014-08-18,2016PASP..128f4401T
WASP-120_b,Ground,EulerCam,I,,2014-12-08,2016PASP..128f4401T
WASP-120_b,TESS,SPOC,TESS,,,
WASP-120_b,TESS,SPOC,TESS,,,
WASP-120_b,TESS,QLP,TESS,,,
WASP-121_b,Ground,EulerCam,R,,2014-01-20,2020A&A...635A.205B
WASP-121_b,Ground,EulerCam,R,,2014-01-24,2020A&A...635A.205B
WASP-121_b,Ground,EulerCam,R,,2018-01-01,2020A&A...635A.205B
WASP-121_b,Ground,EulerCam,R,,2018-01-15,2020A&A...635A.205B
WASP-121_b,TESS,SPOC,TESS,,,
WASP-121_b,TESS,SPOC,TESS,,,
WASP-121_b,TESS,SPOC,TESS,,,
WASP-121_b,TESS,QLP,TESS,,,
WASP-127_b,Ground,TRAPPIST,z,,2014-03-18,2017A&A...599A...3L
WASP-127_b,Ground,EulerCAM,r,,2014-04-29,2017A&A...599A...3L
WASP-127_b,Ground,RISE,VR,,2016-02-14,2017A&A...599A...3L
WASP-127_b,Ground,ZEISS,I,,2016-04-20,2017A&A...599A...3L
WASP-127_b,TESS,SPOC,TESS,,,
WASP-127_b,TESS,SPOC,TESS,,,
WASP-127_b,TESS,SPOC,TESS,,,
WASP-127_b,TESS,QLP,TESS,,,
WASP-129_b,Ground,EulerCam,NGTS,,2015-03-09,2016A&A...591A..55M
WASP-129_b,Ground,EulerCam,I,,2015-04-01,2016A&A...591A..55M
WASP-129_b,Ground,TRAPPIST,NIR,,2015-04-01,2016A&A...591A..55M
WASP-129_b,TESS,SPOC,TESS,,,
WASP-129_b,TESS,SPOC,TESS,,,
WASP-12_b,Ground,OSN1_5,R,,2016-03-03,2018AcA....68..371M
WASP-12_b,Ground,OSN1_5,R,,2016-03-04,2018AcA....68..371M
WASP-12_b,Ground,OSN1_5,R,,2016-10-29,2018AcA....68..371M
WASP-12_b,Ground,OSN1_5,R,,2016-10-30,2018AcA....68..371M
WASP-12_b,Ground,OSN1_5,R,,2016-11-11,2018AcA....68..371M
WASP-12_b,Ground,TRE1_2,none,,2016-12-03,2018AcA....68..371M
WASP-12_b,Ground,TRE1_2,none,,2016-12-04,2018AcA....68..371M
WASP-12_b,Ground,TRE1_2,none,,2016-12-05,2018AcA....68..371M
WASP-12_b,Ground,TRE1_2,none,,2017-01-18,2018AcA....68..371M
WASP-12_b,Ground,TRE1_2,none,,2017-01-19,2018AcA....68..371M
WASP-12_b,Ground,TRE1_2,none,,2017-01-20,2018AcA....68..371M
WASP-12_b,Ground,OSN1_5,R,,2017-02-01,2018AcA....68..371M
WASP-12_b,Ground,OSN0_9,none,,2017-02-01,2018AcA....68..371M
WASP-12_b,Ground,OSN1_5,R,,2017-02-02,2018AcA....68..371M
WASP-12_b,Ground,OSN0_9,none,,2017-02-02,2018AcA....68..371M
WASP-12_b,Ground,PIW0_6,BB500,,2017-02-24,2018AcA....68..371M
WASP-12_b,Ground,TRE1_2,none,,2017-02-24,2018AcA....68..371M
WASP-12_b,Ground,LT2_0,VR,,2017-02-25,2018AcA....68..371M
WASP-12_b,Ground,LT2_0,VR,,2017-02-26,2018AcA....68..371M
WASP-12_b,Ground,CAH2_2,B,,2017-09-30,2018AcA....68..371M
WASP-12_b,Ground,OSN1_5,none,,2017-10-24,2018AcA....68..371M
WASP-12_b,Ground,OSN1_5,R,,2017-11-16,2018AcA....68..371M
WASP-12_b,Ground,OSN1_5,R,,2017-11-17,2018AcA....68..371M
WASP-12_b,Ground,PIW0_6,BB500,,2018-01-13,2018AcA....68..371M
WASP-12_b,Ground,PIW0_6,BB500,,2018-01-14,2018AcA....68..371M
WASP-12_b,Ground,PIW0_6,BB500,,2018-02-05,2018AcA....68..371M
WASP-12_b,Ground,TRE1_2,none,,2018-02-05,2018AcA....68..371M
WASP-12_b,Ground,TRE1_2,none,,2018-02-06,2018AcA....68..371M
WASP-12_b,Ground,TRE1_2,none,,2018-02-07,2018AcA....68..371M
WASP-12_b,Ground,PIW0_6,BB500,,2018-02-16,2018AcA....68..371M
WASP-12_b,Ground,PIW0_6,BB500,,2018-02-28,2018AcA....68..371M
WASP-130_b,TESS,SPOC,TESS,,,
WASP-130_b,Ground,MOANA_ES,r,,2022-06-09,2025AJ_170_70E
WASP-130_b,TESS,SPOC,TESS,,,
WASP-131_b,TESS,SPOC,TESS,,,
WASP-131_b,TESS,SPOC,TESS,,,
WASP-134_b,TESS,SPOC,TESS,,,
WASP-134_b,TESS,SPOC,TESS,,,
WASP-136_b,Ground,EulerCAM1,z,,2014-08-22,2017A&A...599A...3L
WASP-136_b,Ground,TRAPPIST,z,,2014-11-24,2017A&A...599A...3L
WASP-136_b,Ground,EulerCAM2,z,,2015-08-22,2017A&A...599A...3L
WASP-136_b,TESS,SPOC,TESS,,,
WASP-136_b,TESS,SPOC,TESS,,,
WASP-136_b,TESS,SPOC,TESS,,,
WASP-139_b,Ground,TRAPPIST_S,Iz,,2014-08-07,2024AJ_168_185E
WASP-139_b,Ground,TRAPPIST_N,Iz,,2015-09-08,2024AJ_168_185E
WASP-139_b,Ground,EulerCAM,NGTS,,2015-09-08,2024AJ_168_185E
WASP-139_b,TESS,SPOC,TESS,,,
WASP-139_b,TESS,SPOC,TESS,,,
WASP-139_b,TESS,QLP,TESS,,,
WASP-13_b,Ground,JGT,R,,2008-02-16,2009A&A...502..391S
WASP-13_b,TESS,SPOC,TESS,,,
WASP-140_b,TESS,SPOC,TESS,,,
WASP-140_b,TESS,SPOC,TESS,,,
WASP-14_b,Ground,OPTIC,I,,2009-05-12,2009PASP_121_1104J
WASP-14_b,TESS,SPOC,TESS,,,
WASP-156_b,Ground,EulerCam,R,,2014-12-30,2018A&A...610A..63D
WASP-156_b,Ground,EulerCam,R,,2016-11-08,2018A&A...610A..63D
WASP-156_b,Ground,NITES,R,,2016-12-27,2018A&A...610A..63D
WASP-156_b,TESS,SPOC,TESS,,,
WASP-156_b,TESS,SPOC,TESS,,,
WASP-156_b,TESS,SPOC,TESS,,,
WASP-15_b,Ground,DFOSC,R,,2010-06-10,2013MNRAS.434.1300S
WASP-15_b,Ground,GROND,g,,2012-04-19,2013MNRAS.434.1300S
WASP-15_b,Ground,GROND,i,,2012-04-19,2013MNRAS.434.1300S
WASP-15_b,Ground,GROND,r,,2012-04-19,2013MNRAS.434.1300S
WASP-15_b,Ground,GROND,z,,2012-04-19,2013MNRAS.434.1300S
WASP-15_b,TESS,SPOC,TESS,,,
WASP-162_b,TESS,SPOC,TESS,,,
WASP-162_b,TESS,SPOC,TESS,,,
WASP-162_b,TESS,SPOC,TESS,,,
WASP-166_b,TESS,SPOC,TESS,,,
WASP-166_b,Ground,NGTS,NGTS,,2019-02-26,2020MNRAS_494_5872B
WASP-166_b,TESS,SPOC,TESS,,,
WASP-166_b,TESS,SPOC,TESS,,,
WASP-166_b,TESS,QLP,TESS,,,
WASP-16_b,Ground,DFOSC,R,,2010-05-10,2013MNRAS.434.1300S
WASP-16_b,Ground,DFOSC,R,,2010-06-29,2013MNRAS.434.1300S
WASP-16_b,Ground,DFOSC,R,,2011-05-13,2013MNRAS.434.1300S
WASP-16_b,Ground,DFOSC,R,,2011-07-02,2013MNRAS.434.1300S
WASP-16_b,TESS,SPOC,TESS,,,
WASP-172_b,TESS,SPOC,TESS,,,
WASP-172_b,TESS,SPOC,TESS,,,
WASP-172_b,TESS,SPOC,TESS,,,
WASP-173_A_b,TESS,SPOC,TESS,,,
WASP-173_A_b,TESS,SPOC,TESS,,,
WASP-173_A_b,TESS,SPOC,TESS,,,
WASP-174_b,Ground,AAT,K,,2015-03-07,2020A&A...633A..30M
WASP-174_b,Ground,PEST-30cm,R,,2015-03-07,2020A&A...633A..30M
WASP-174_b,Ground,LCO-1m,i,,2016-04-17,2020A&A...633A..30M
WASP-174_b,TESS,SPOC,TESS,,,
WASP-174_b,Ground,GROND,g,,2019-04-10,2020A&A...633A..30M
WASP-174_b,Ground,GROND,i,,2019-04-10,2020A&A...633A..30M
WASP-174_b,Ground,GROND,r,,2019-04-10,2020A&A...633A..30M
WASP-174_b,Ground,GROND,z,,2019-04-10,2020A&A...633A..30M
WASP-174_b,TESS,SPOC,TESS,,,
WASP-174_b,TESS,SPOC,TESS,,,
WASP-178_b,TESS,SPOC,TESS,,,
WASP-178_b,TESS,SPOC,TESS,,,
WASP-178_b,TESS,SPOC,TESS,,,
WASP-17_b,Ground,EulerCAM,I,,2008-05-06,2010ApJ...709..159A
WASP-17_b,Ground,Danish-1.5m/DFOSC,R,,2011-04-28,2012MNRAS.426.1338S
WASP-17_b,Ground,Danish-1.5m/DFOSC,R,,2011-05-28,2012MNRAS.426.1338S
WASP-17_b,Ground,Danish-1.5m/DFOSC,R,,2011-06-12,2012MNRAS.426.1338S
WASP-17_b,Ground,Danish-1.5m/DFOSC,R,,2011-06-27,2012MNRAS.426.1338S
WASP-17_b,TESS,SPOC,TESS,,,
WASP-17_b,TESS,QLP,TESS,,,
WASP-180_A_b,TESS,SPOC,TESS,,,
WASP-180_A_b,TESS,SPOC,TESS,,,
WASP-180_A_b,TESS,SPOC,TESS,,,
WASP-180_A_b,TESS,SPOC,TESS,,,
WASP-186_b,TESS,SPOC,TESS,,,
WASP-186_b,TESS,SPOC,TESS,,,
WASP-186_b,TESS,SPOC,TESS,,,
WASP-18_b,Ground,Danish-1.5m/DFOSC,V,,2009-09-08,2009ApJ...707..167S
WASP-18_b,Ground,Danish-1.5m/DFOSC,V,,2009-09-09,2009ApJ...707..167S
WASP-18_b,Ground,Danish-1.5m/DFOSC,V,,2009-09-10,2009ApJ...707..167S
WASP-18_b,Ground,Danish-1.5m/DFOSC,V,,2009-09-11,2009ApJ...707..167S
WASP-18_b,Ground,Danish-1.5m/DFOSC,V,,2009-09-12,2009ApJ...707..167S
WASP-18_b,TESS,SPOC,TESS,,,
WASP-18_b,TESS,SPOC,TESS,,,
WASP-18_b,TESS,SPOC,TESS,,,
WASP-190_b,Ground,TRAPPIST-South,Iz,,2014-11-27,2019AJ....157..141T
WASP-190_b,Ground,SPECULOOS-Europa,Iz,,2017-10-14,2019AJ....157..141T
WASP-190_b,TESS,SPOC,TESS,,,
WASP-190_b,TESS,SPOC,TESS,,,
WASP-190_b,TESS,SPOC,TESS,,,
WASP-190_b,TESS,SPOC,TESS,,,
WASP-193_b,TESS,QLP,TESS,,,
WASP-193_b,TESS,SPOC,TESS,,,
WASP-193_b,TESS,SPOC,TESS,,,
WASP-193_b,Ground,TMMT,I,,2024-02-27,2025AJ....169..225Y
WASP-193_b,Ground,LCRO,g,,2024-02-27,2025AJ....169..225Y
WASP-19_b,Ground,NTT/EFOSC,r,,2010-02-24,2013MNRAS.428.3671T
WASP-19_b,Ground,NTT/EFOSC,r,,2010-02-25,2013MNRAS.428.3671T
WASP-19_b,Ground,NTT/EFOSC,r,,2010-02-28,2013MNRAS.428.3671T
WASP-19_b,Ground,TRAPPIST,Iz,,2010-05-22,2013A&A...552A...2L
WASP-19_b,Ground,EulerCam,I,,2010-12-09,2013A&A...552A...2L
WASP-19_b,Ground,TRAPPIST,Iz,,2011-01-08,2013A&A...552A...2L
WASP-19_b,Ground,TRAPPIST,Iz,,2011-01-23,2013A&A...552A...2L
WASP-19_b,Ground,EulerCam,r,,2011-01-23,2013A&A...552A...2L
WASP-19_b,Ground,TRAPPIST,Iz,,2011-02-10,2013A&A...552A...2L
WASP-19_b,Ground,EulerCam,z,,2011-02-14,2013A&A...552A...2L
WASP-19_b,Ground,TRAPPIST,Iz,,2011-02-15,2013A&A...552A...2L
WASP-19_b,Ground,TRAPPIST,Iz,,2011-03-02,2013A&A...552A...2L
WASP-19_b,Ground,EulerCam,r,,2011-03-12,2013A&A...552A...2L
WASP-19_b,Ground,TRAPPIST,Iz,,2011-04-04,2013A&A...552A...2L
WASP-19_b,Ground,TraMoS,I,,2011-04-23,2020A&A...636A..98C
WASP-19_b,Ground,TraMoS,I,,2011-12-25,2020A&A...636A..98C
WASP-19_b,Ground,EulerCam,r,,2012-04-12,2013A&A...552A...2L
WASP-19_b,Ground,TRAPPIST,Iz,,2012-05-15,2013A&A...552A...2L
WASP-19_b,Ground,TRAPPIST,Iz,,2012-05-16,2013A&A...552A...2L
WASP-19_b,Ground,TraMoS,R,,2013-03-14,2020A&A...636A..98C
WASP-19_b,Ground,TraMoS,R,,2013-04-21,2020A&A...636A..98C
WASP-19_b,Ground,TraMoS,R,,2015-03-05,2020A&A...636A..98C
WASP-19_b,Ground,TraMoS,I,,2016-04-15,2020A&A...636A..98C
WASP-19_b,Ground,TraMoS,I,,2017-02-15,2020A&A...636A..98C
WASP-19_b,Ground,TraMoS,R,,2017-04-09,2020A&A...636A..98C
WASP-19_b,TESS,SPOC,TESS,,,
WASP-19_b,TESS,SPOC,TESS,,,
WASP-19_b,TESS,QLP,TESS,,,
WASP-1_b,Kepler/K2,KeplerCam,Kepler,,,2007ApJ_658_1322C
WASP-1_b,Ground,CCD camera,R,,2006-10-02,2007MNRAS_375_951C
WASP-1_b,Ground,nam,R,,2007-09-10,2014AcA....64...27M
WASP-1_b,Ground,tre,R,,2008-09-27,2014AcA....64...27M
WASP-1_b,Ground,piw,R,,2008-12-21,2014AcA....64...27M
WASP-1_b,Ground,roz,V,,2009-08-02,2014AcA....64...27M
WASP-1_b,Ground,roz,R,,2009-09-29,2014AcA....64...27M
WASP-1_b,Ground,roz,R,,2009-11-21,2014AcA....64...27M
WASP-1_b,Ground,tre,R,,2010-10-17,2014AcA....64...27M
WASP-1_b,Ground,piw,clear,,2013-09-07,2014AcA....64...27M
WASP-1_b,Ground,piw,clear,,2013-10-03,2014AcA....64...27M
WASP-1_b,Ground,tre,clear,,2013-10-03,2014AcA....64...27M
WASP-1_b,Ground,slo,R,,2013-10-08,2014AcA....64...27M
WASP-1_b,Ground,roz,R,,2013-11-09,2014AcA....64...27M
WASP-1_b,Ground,piw,clear,,2013-11-09,2014AcA....64...27M
WASP-1_b,TESS,SPOC,TESS,,,
WASP-1_b,TESS,SPOC,TESS,,,
WASP-1_b,TESS,SPOC,TESS,,,
WASP-20_b,Ground,EulerCam,r,,2011-08-30,2015A&A...575A..61A
WASP-20_b,Ground,EulerCam,r,,2011-09-04,2015A&A...575A..61A
WASP-20_b,Ground,EulerCam,r,,2011-09-09,2015A&A...575A..61A
WASP-20_b,TESS,SPOC,TESS,,,
WASP-20_b,TESS,SPOC,TESS,,,
WASP-20_b,TESS,SPOC,TESS,,,
WASP-21_b,Ground,RISE/Liverpool,VR,,2008-10-07,2010A&A...519A..98B
WASP-21_b,TESS,SPOC,TESS,,,
WASP-21_b,TESS,QLP,TESS,,,
WASP-22_b,Ground,TRAPPIST,Iz,,2010-11-18,2011A&A...534A..16A
WASP-22_b,Ground,TRAPPIST,Iz,,2010-12-02,2011A&A...534A..16A
WASP-22_b,Ground,Euler,r,,2010-12-02,2011A&A...534A..16A
WASP-22_b,Ground,OCA82,clear,,2011-12-01,2016MNRAS.457.4205S
