name,mission,instrument,band,sector,date,ref_paper
WASP-80_b,Ground,MPG/ESO-2.2m+GROND,H,,2013-06-16,2014A&A...562A.126M
WASP-80_b,Ground,Danish-1.54m+DFOSC,I,,2013-06-16,2014A&A...562A.126M
WASP-80_b,Ground,MPG/ESO-2.2m+GROND,J,,2013-06-16,2014A&A...562A.126M
WASP-80_b,Ground,MPG/ESO-2.2m+GROND,K,,2013-06-16,2014A&A...562A.126M
WASP-80_b,Ground,MPG/ESO-2.2m+GROND,g,,2013-06-16,2014A&A...562A.126M
WASP-80_b,Ground,MPG/ESO-2.2m+GROND,i,,2013-06-16,2014A&A...562A.126M
WASP-80_b,Ground,MPG/ESO-2.2m+GROND,r,,2013-06-16,2014A&A...562A.126M
WASP-80_b,Ground,MPG/ESO-2.2m+GROND,z,,2013-06-16,2014A&A...562A.126M
WASP-80_b,Ground,60cm,R,,2017-09-12,2021ApJS..255...15W
WASP-80_b,TESS,SPOC,TESS,,,
WASP-84_b,Ground,TRAPPIST,z,,2012-03-01,2014MNRAS.445.1114A
WASP-84_b,Ground,RISE,VR,,2013-01-02,2014MNRAS.445.1114A
WASP-84_b,Ground,RISE,VR,,2013-01-19,2014MNRAS.445.1114A
WASP-84_b,TESS,SPOC,TESS,,,
WASP-84_b,TESS,SPOC,TESS,,,
WASP-84_b,TESS,QLP,TESS,,,
WASP-85_b,Kepler/K2,Kepler1800,Kepler,,,
WASP-85_b,TESS,SPOC,TESS,,,
WASP-85_b,TESS,SPOC,TESS,,,
WASP-87_b,TESS,SPOC,TESS,,,
WASP-87_b,TESS,SPOC,TESS,,,
WASP-8_b,TESS,SPOC,TESS,,,
WASP-8_b,TESS,SPOC,TESS,,,
WASP-8_b,TESS,SPOC,TESS,,,
WASP-91_b,TESS,SPOC,TESS,,,
WASP-91_b,TESS,SPOC,TESS,,,
WASP-91_b,TESS,SPOC,TESS,,,
WASP-91_b,TESS,QLP,TESS,,,
WASP-94_A_b,Ground,TRAPPIST,z,,2012-09-01,2014A&A...572A..49N
WASP-94_A_b,Ground,TRAPPIST,Iz,,2013-06-24,2014A&A...572A..49N
WASP-94_A_b,Ground,TRAPPIST,Iz,,2013-06-28,2014A&A...572A..49N
WASP-94_A_b,Ground,Euler,r,,2013-06-28,2014A&A...572A..49N
WASP-94_A_b,Ground,Euler,r,,2013-07-02,2014A&A...572A..49N
WASP-94_A_b,TESS,SPOC,TESS,,,
WASP-94_A_b,TESS,SPOC,TESS,,,
WASP-94_A_b,TESS,QLP,TESS,,,
WASP-99_b,TESS,SPOC,TESS,,,
WASP-99_b,TESS,SPOC,TESS,,,
WASP-99_b,TESS,SPOC,TESS,,,
WASP-99_b,TESS,QLP,TESS,,,
XO-2_b,Ground,CCD camera,R,,2007-01-18,2007ApJ_671_2115B
XO-2_b,Ground,CCD camera,R,,2007-01-26,2007ApJ_671_2115B
XO-2_b,Ground,CCD camera,B,,2007-02-03,2007ApJ_671_2115B
XO-2_b,Ground,CCD camera,I,,2007-02-11,2007ApJ_671_2115B
XO-2_b,Ground,CCD camera,clear,,2007-02-16,2007ApJ_671_2115B
XO-2_b,Ground,CCD camera,V,,2007-03-01,2007ApJ_671_2115B
XO-2_b,Ground,CCD camera,V,,2007-03-03,2007ApJ_671_2115B
XO-2_b,Ground,CCD camera,clear,,2007-03-09,2007ApJ_671_2115B
XO-2_b,Kepler/K2,KeplerCam,Kepler,,,2009AJ_137_4911F
XO-2_b,Kepler/K2,KeplerCam,Kepler,,,2009AJ_137_4911F
XO-2_b,Kepler/K2,KeplerCam,Kepler,,,2009AJ_137_4911F
XO-2_b,Kepler/K2,KeplerCam,Kepler,,,2009AJ_137_4911F
XO-2_b,Kepler/K2,KeplerCam,Kepler,,,2009AJ_137_4911F
XO-2_b,Ground,SBIG-ST-10XME/Wise-0.46m,clear,,2008-03-06,2009AJ....137.4911F
XO-2_b,Ground,Schmidt,R,,2017-02-17,2021ApJS..255...15W
XO-2_b,TESS,SPOC,TESS,,,
XO-2_b,TESS,SPOC,TESS,,,
XO-3_b,Ground,CCD camera,R,,2006-09-21,2008ApJ_677_657J
XO-3_b,Ground,CCD camera,V,,2006-10-20,2008ApJ_677_657J
XO-3_b,Ground,CCD camera,I,,2006-11-24,2008ApJ_677_657J
XO-3_b,Ground,CCD camera,I,,2006-11-27,2008ApJ_677_657J
XO-3_b,Ground,CCD camera,I,,2007-01-27,2008ApJ_677_657J
XO-3_b,Ground,CCD camera,R,,2007-03-19,2008ApJ_677_657J
XO-3_b,Ground,EsteveDuran_0.6m,I,,2007-09-16,2008ApJ...683.1076W
XO-3_b,Ground,EsteveDuran_0.6m,I,,2007-09-17,2008ApJ...683.1076W
XO-3_b,Ground,VermillionCliffs_0.4m,I,,2007-10-09,2008ApJ...683.1076W
XO-3_b,Ground,VermillionCliffs_0.4m,R,,2007-10-09,2008ApJ...683.1076W
XO-3_b,Ground,EsteveDuran_0.6m,I,,2007-10-18,2008ApJ...683.1076W
XO-3_b,Ground,EsteveDuran_0.6m,I,,2007-10-22,2008ApJ...683.1076W
XO-3_b,Ground,FLWO_1.2m,z,,2007-10-25,2008ApJ...683.1076W
XO-3_b,Ground,EsteveDuran_0.6m,V,,2007-11-07,2008ApJ...683.1076W
XO-3_b,Ground,FLWO_1.2m,z,,2007-12-15,2008ApJ...683.1076W
XO-3_b,Ground,FLWO_1.2m,z,,2007-12-31,2008ApJ...683.1076W
XO-3_b,Ground,FLWO_1.2m,z,,2008-01-13,2008ApJ...683.1076W
XO-3_b,Ground,FLWO_1.2m,z,,2008-01-16,2008ApJ...683.1076W
XO-3_b,Ground,Wise_0.5m,clear,,2008-02-10,2008ApJ...683.1076W
XO-3_b,Ground,FLWO_1.2m,z,,2008-02-17,2008ApJ...683.1076W
XO-3_b,Ground,Nickel-1m,I,,2009-02-02,2009ApJ...700..302W
XO-3_b,Ground,FLWO-1.2m,r,,2009-02-02,2009ApJ...700..302W
XO-3_b,Ground,Xinglong 60 cm,R,,2014-03-02,2022AJ....163..158W
XO-3_b,Ground,Xinglong Schmidt,R,,2014-12-11,2022AJ....163..158W
XO-3_b,Ground,Xinglong Schmidt,R,,2014-12-27,2022AJ....163..158W
XO-3_b,Ground,Xinglong 60 cm,R,,2015-02-16,2022AJ....163..158W
XO-3_b,Ground,Xinglong 60 cm,R,,2016-01-14,2022AJ....163..158W
XO-3_b,Ground,Xinglong Schmidt,R,,2016-02-02,2022AJ....163..158W
XO-3_b,Ground,Xinglong Schmidt,R,,2016-02-15,2022AJ....163..158W
XO-3_b,Ground,Xinglong 60 cm,R,,2016-02-18,2022AJ....163..158W
XO-3_b,Ground,Xinglong 60 cm,R,,2016-03-05,2022AJ....163..158W
XO-3_b,Ground,Xinglong 60 cm,B,,2017-11-11,2022AJ....163..158W
XO-3_b,Ground,Xinglong 60 cm,V,,2017-11-11,2022AJ....163..158W
XO-3_b,Ground,Xinglong 60 cm,R,,2017-11-14,2022AJ....163..158W
XO-3_b,TESS,SPOC,TESS,,,
XO-3_b,TESS,SPOC,TESS,,,
XO-3_b,TESS,QLP,TESS,,,
XO-4_b,Ground,DEMONEX,z,,2008-11-12,2016ApJ...820...87V
XO-4_b,Ground,DEMONEX,z,,2009-11-10,2016ApJ...820...87V
XO-4_b,Ground,DEMONEX,z,,2009-12-05,2016ApJ...820...87V
XO-4_b,Ground,DEMONEX,z,,2010-02-09,2016ApJ...820...87V
XO-4_b,Ground,DEMONEX,z,,2010-03-18,2016ApJ...820...87V
XO-4_b,TESS,SPOC,TESS,,,
XO-4_b,TESS,SPOC,TESS,,,
XO-6_b,TESS,SPOC,TESS,,,
XO-6_b,TESS,SPOC,TESS,,,
XO-7_b,TESS,SPOC,TESS,,,
XO-7_b,TESS,SPOC,TESS,,,
XO-7_b,TESS,SPOC,TESS,,,
